year,week,station,anzahl
2018,19,Sip Ave,415
2018,19,Union St,21
2018,19,Van Vorst Park,196
2018,19,Warren St,218
2018,19,Washington St,180
2018,19,York St,73
2018,20,5 Corners Library,45
2018,20,Astor Place,60
2018,20,Baldwin at Montgomery,81
2018,20,Bergen Ave,67
2018,20,Brunswick & 6th,186
2018,20,Brunswick St,148
2018,20,Christ Hospital,47
2018,20,City Hall,182
2018,20,Columbus Drive,157
2018,20,Communipaw & Berry Lane,28
2018,20,Dey St,21
2018,20,Dixon Mills,93
2018,20,Essex Light Rail,129
2018,20,Exchange Place,306
2018,20,Fairmount Ave,67
2018,20,Glenwood Ave,23
2018,20,Grand St,74
2018,20,Grove St PATH,661
2018,20,Hamilton Park,397
2018,20,Harborside,200
2018,20,Heights Elevator,46
2018,20,Hilltop,56
2018,20,JC Medical Center,82
2018,20,JCBS Depot,3
2018,20,Jersey & 3rd,148
2018,20,Jersey & 6th St,135
2018,20,Journal Square,108
2018,20,Lafayette Park,23
2018,20,Leonard Gordon Park,64
2018,20,Liberty Light Rail,155
2018,20,Lincoln Park,48
2018,20,Manila & 1st,117
2018,20,Marin Light Rail,172
2018,20,McGinley Square,102
2018,20,Monmouth and 6th,114
2018,20,Montgomery St,44
2018,20,Morris Canal,232
2018,20,Newark Ave,162
2018,20,Newport PATH,305
2018,20,Newport Pkwy,189
2018,20,Oakland Ave,116
2018,20,Paulus Hook,179
2018,20,Pershing Field,90
2018,20,Riverview Park,52
2018,20,Sip Ave,369
2018,20,Union St,22
2018,20,Van Vorst Park,178
2018,20,Warren St,160
2018,20,Washington St,142
2018,20,York St,54
2018,21,5 Corners Library,41
2018,21,Astor Place,52
2018,21,Baldwin at Montgomery,103
2018,21,Bergen Ave,80
2018,21,Brunswick & 6th,180
2018,21,Brunswick St,172
2018,21,Christ Hospital,63
2018,21,City Hall,222
2018,21,Columbus Drive,173
2018,21,Communipaw & Berry Lane,38
2018,21,Dey St,27
2018,21,Dixon Mills,114
2018,21,Essex Light Rail,155
2018,21,Exchange Place,431
2018,21,Fairmount Ave,75
2018,21,Glenwood Ave,38
2018,21,Grand St,89
2018,21,Grove St PATH,845
2018,21,Hamilton Park,435
2018,21,Harborside,277
2018,21,Heights Elevator,69
2018,21,Hilltop,81
2018,21,JC Medical Center,123
2018,21,JCBS Depot,2
2018,21,Jersey & 3rd,180
2018,21,Jersey & 6th St,191
2018,21,Journal Square,115
2018,21,Lafayette Park,51
2018,21,Leonard Gordon Park,63
2018,21,Liberty Light Rail,204
2018,21,Lincoln Park,42
2018,21,Manila & 1st,133
2018,21,Marin Light Rail,250
2018,21,McGinley Square,98
2018,21,Monmouth and 6th,131
2018,21,Montgomery St,50
2018,21,Morris Canal,253
2018,21,Newark Ave,224
2018,21,Newport PATH,374
2018,21,Newport Pkwy,274
2018,21,Oakland Ave,139
2018,21,Paulus Hook,183
2018,21,Pershing Field,108
2018,21,Riverview Park,63
2018,21,Sip Ave,418
2018,21,Union St,25
2018,21,Van Vorst Park,234
2018,21,Warren St,231
2018,21,Washington St,162
2018,21,York St,67
2018,22,5 Corners Library,56
2018,22,Astor Place,63
2018,22,Baldwin at Montgomery,92
2018,22,Bergen Ave,71
2018,22,Brunswick & 6th,180
2018,22,Brunswick St,166
2018,22,Christ Hospital,44
2018,22,City Hall,226
2018,22,Columbus Drive,182
2018,22,Communipaw & Berry Lane,53
2018,22,Dey St,37
2018,22,Dixon Mills,116
2018,22,Essex Light Rail,156
2018,22,Exchange Place,433
2018,22,Fairmount Ave,75
2018,22,Glenwood Ave,26
2018,22,Grand St,82
2018,22,Grove St PATH,864
2018,22,Hamilton Park,494
2018,22,Harborside,298
2018,22,Heights Elevator,70
2018,22,Hilltop,86
2018,22,JC Medical Center,139
2018,22,JCBS Depot,5
2018,22,Jersey & 3rd,217
2018,22,Jersey & 6th St,175
2018,22,Journal Square,109
2018,22,Lafayette Park,49
2018,22,Leonard Gordon Park,65
2018,22,Liberty Light Rail,223
2018,22,Lincoln Park,63
2018,22,Manila & 1st,158
2018,22,Marin Light Rail,271
2018,22,McGinley Square,119
2018,22,Monmouth and 6th,105
2018,22,Montgomery St,54
2018,22,Morris Canal,256
2018,22,Newark Ave,213
2018,22,Newport PATH,344
2018,22,Newport Pkwy,267
2018,22,Oakland Ave,137
2018,22,Paulus Hook,216
2018,22,Pershing Field,89
2018,22,Riverview Park,63
2018,22,Sip Ave,440
2018,22,Union St,23
2018,22,Van Vorst Park,222
2018,22,Warren St,250
2018,22,Washington St,185
2018,22,York St,61
2018,23,5 Corners Library,71
2018,23,Astor Place,69
2018,23,Baldwin at Montgomery,114
2018,23,Bergen Ave,80
2018,23,Brunswick & 6th,187
2018,23,Brunswick St,198
2018,23,Christ Hospital,76
2018,23,City Hall,244
2018,23,Columbus Drive,216
2018,23,Communipaw & Berry Lane,57
2018,23,Dey St,42
2018,23,Dixon Mills,147
2018,23,Essex Light Rail,165
2018,23,Exchange Place,441
2018,23,Fairmount Ave,69
2018,23,Glenwood Ave,41
2018,23,Grand St,151
2018,23,Grove St PATH,1018
2018,23,Hamilton Park,485
2018,23,Harborside,360
2018,23,Heights Elevator,87
2018,23,Hilltop,76
2018,23,JC Medical Center,160
2018,23,JCBS Depot,2
2018,23,Jersey & 3rd,196
2018,23,Jersey & 6th St,180
2018,23,Journal Square,135
2018,23,Lafayette Park,55
2018,23,Leonard Gordon Park,86
2018,23,Liberty Light Rail,172
2018,23,Lincoln Park,59
2018,23,Manila & 1st,158
2018,23,Marin Light Rail,277
2018,23,McGinley Square,140
2018,23,Monmouth and 6th,141
2018,23,Montgomery St,53
2018,23,Morris Canal,284
2018,23,Newark Ave,271
2018,23,Newport PATH,424
2018,23,Newport Pkwy,296
2018,23,Oakland Ave,135
2018,23,Paulus Hook,255
2018,23,Pershing Field,124
2018,23,Riverview Park,68
2018,23,Sip Ave,462
2018,23,Union St,21
2018,23,Van Vorst Park,271
2018,23,Warren St,251
2018,23,Washington St,229
2018,23,York St,76
2018,24,5 Corners Library,63
2018,24,Astor Place,63
2018,24,Baldwin at Montgomery,124
2018,24,Bergen Ave,84
2018,24,Brunswick & 6th,257
2018,24,Brunswick St,198
2018,24,Christ Hospital,47
2018,24,City Hall,259
2018,24,Columbus Drive,201
2018,24,Communipaw & Berry Lane,53
2018,24,Dey St,50
2018,24,Dixon Mills,143
2018,24,Essex Light Rail,189
2018,24,Exchange Place,447
2018,24,Fairmount Ave,94
2018,24,Glenwood Ave,45
2018,24,Grand St,156
2018,24,Grove St PATH,1053
2018,24,Hamilton Park,611
2018,24,Harborside,362
2018,24,Heights Elevator,102
2018,24,Hilltop,91
2018,24,JC Medical Center,141
2018,24,JCBS Depot,3
2018,24,Jersey & 3rd,196
2018,24,Jersey & 6th St,205
2018,24,Journal Square,153
2018,24,Lafayette Park,57
2018,24,Leonard Gordon Park,85
2018,24,Liberty Light Rail,212
2018,24,Lincoln Park,48
2018,24,Manila & 1st,176
2018,24,Marin Light Rail,343
2018,24,McGinley Square,131
2018,24,Monmouth and 6th,127
2018,24,Montgomery St,68
2018,24,Morris Canal,283
2018,24,Newark Ave,251
2018,24,Newport PATH,468
2018,24,Newport Pkwy,318
2018,24,Oakland Ave,132
2018,24,Paulus Hook,310
2018,24,Pershing Field,119
2018,24,Riverview Park,67
2018,24,Sip Ave,507
2018,24,Union St,14
2018,24,Van Vorst Park,243
2018,24,Warren St,269
2018,24,Washington St,219
2018,24,York St,86
2018,25,5 Corners Library,64
2018,25,Astor Place,61
2018,25,Baldwin at Montgomery,125
2018,25,Bergen Ave,88
2018,25,Brunswick & 6th,214
2018,25,Brunswick St,181
2018,25,Christ Hospital,64
2018,25,City Hall,258
2018,25,Columbus Drive,210
2018,25,Communipaw & Berry Lane,45
2018,25,Dey St,28
2018,25,Dixon Mills,171
2018,25,Essex Light Rail,171
2018,25,Exchange Place,528
2018,25,Fairmount Ave,88
2018,25,Glenwood Ave,36
2018,25,Grand St,114
2018,25,Grove St PATH,1037
2018,25,Hamilton Park,593
2018,25,Harborside,358
2018,25,Heights Elevator,72
2018,25,Hilltop,113
2018,25,JC Medical Center,126
2018,25,Jersey & 3rd,206
2018,25,Jersey & 6th St,193
2018,25,Journal Square,150
2018,25,Lafayette Park,51
2018,25,Leonard Gordon Park,74
2018,25,Liberty Light Rail,210
2018,25,Lincoln Park,70
2018,25,Manila & 1st,166
2018,25,Marin Light Rail,307
2018,25,McGinley Square,126
2018,25,Monmouth and 6th,153
2018,25,Montgomery St,48
2018,25,Morris Canal,264
2018,25,Newark Ave,269
2018,25,Newport PATH,416
2018,25,Newport Pkwy,284
2018,25,Oakland Ave,138
2018,25,Paulus Hook,258
2018,25,Pershing Field,117
2018,25,Riverview Park,53
2018,25,Sip Ave,490
2018,25,Union St,27
2018,25,Van Vorst Park,244
2018,25,Warren St,300
2018,25,Washington St,148
2018,25,York St,87
2018,26,5 Corners Library,44
2018,26,Astor Place,61
2018,26,Baldwin at Montgomery,101
2018,26,Bergen Ave,83
2018,26,Brunswick & 6th,209
2018,26,Brunswick St,188
2018,26,Christ Hospital,52
2018,26,City Hall,256
2018,26,Columbus Drive,197
2018,26,Communipaw & Berry Lane,42
2018,26,Dey St,30
2018,26,Dixon Mills,137
2018,26,Essex Light Rail,209
2018,26,Exchange Place,535
2018,26,Fairmount Ave,78
2018,26,Glenwood Ave,43
2018,26,Grand St,111
2018,26,Grove St PATH,966
2018,26,Hamilton Park,549
2018,26,Harborside,377
2018,26,Heights Elevator,68
2018,26,Hilltop,91
2018,26,JC Medical Center,161
2018,26,Jersey & 3rd,174
2018,26,Jersey & 6th St,182
2018,26,Journal Square,148
2018,26,Lafayette Park,66
2018,26,Leonard Gordon Park,85
2018,26,Liberty Light Rail,197
2018,26,Lincoln Park,71
2018,26,Manila & 1st,178
2018,26,Marin Light Rail,288
2018,26,McGinley Square,131
2018,26,Monmouth and 6th,128
2018,26,Montgomery St,68
2018,26,Morris Canal,268
2018,26,Newark Ave,262
2018,26,Newport PATH,471
2018,26,Newport Pkwy,326
2018,26,Oakland Ave,127
2018,26,Paulus Hook,305
2018,26,Pershing Field,123
2018,26,Riverview Park,55
2018,26,Sip Ave,488
2018,26,Union St,24
2018,26,Van Vorst Park,247
2018,26,Warren St,281
2018,26,Washington St,187
2018,26,York St,83
2018,27,5 Corners Library,48
2018,27,Astor Place,38
2018,27,Baldwin at Montgomery,103
2018,27,Bergen Ave,81
2018,27,Brunswick & 6th,204
2018,27,Brunswick St,163
2018,27,Christ Hospital,48
2018,27,City Hall,208
2018,27,Columbus Drive,206
2018,27,Communipaw & Berry Lane,36
2018,27,Dey St,30
2018,27,Dixon Mills,121
2018,27,Essex Light Rail,164
2018,27,Exchange Place,309
2018,27,Fairmount Ave,63
2018,27,Glenwood Ave,34
2018,27,Grand St,141
2018,27,Grove St PATH,871
2018,27,Hamilton Park,485
2018,27,Harborside,279
2018,27,Heights Elevator,65
2018,27,Hilltop,74
2018,27,JC Medical Center,143
2018,27,Jersey & 3rd,211
2018,27,Jersey & 6th St,166
2018,27,Journal Square,127
2018,27,Lafayette Park,59
2018,27,Leonard Gordon Park,55
2018,27,Liberty Light Rail,220
2018,27,Lincoln Park,65
2018,27,Manila & 1st,142
2018,27,Marin Light Rail,312
2018,27,McGinley Square,103
2018,27,Monmouth and 6th,119
2018,27,Montgomery St,99
2018,27,Morris Canal,256
2018,27,Newark Ave,220
2018,27,Newport PATH,429
2018,27,Newport Pkwy,296
2018,27,Oakland Ave,128
2018,27,Paulus Hook,289
2018,27,Pershing Field,102
2018,27,Riverview Park,56
2018,27,Sip Ave,450
2018,27,Union St,21
2018,27,Van Vorst Park,242
2018,27,Warren St,285
2018,27,Washington St,207
2018,27,York St,101
2018,28,5 Corners Library,61
2018,28,Astor Place,57
2018,28,Baldwin at Montgomery,108
2018,28,Bergen Ave,77
2018,28,Brunswick & 6th,257
2018,28,Brunswick St,195
2018,28,Christ Hospital,59
2018,28,City Hall,261
2018,28,Columbus Drive,207
2018,28,Communipaw & Berry Lane,54
2018,28,Dey St,36
2018,28,Dixon Mills,159
2018,28,Essex Light Rail,189
2018,28,Exchange Place,576
2018,28,Fairmount Ave,99
2018,28,Glenwood Ave,54
2018,28,Grand St,126
2018,28,Grove St PATH,1127
2018,28,Hamilton Park,582
2018,28,Harborside,392
2018,28,Heights Elevator,77
2018,28,Hilltop,114
2018,28,JC Medical Center,151
2018,28,Jackson Square,3
2018,28,Jersey & 3rd,217
2018,28,Jersey & 6th St,222
2018,28,Journal Square,169
2018,28,Lafayette Park,70
2018,28,Leonard Gordon Park,86
2018,28,Liberty Light Rail,232
2018,28,Lincoln Park,62
2018,28,Manila & 1st,196
2018,28,Marin Light Rail,354
2018,28,McGinley Square,142
2018,28,Monmouth and 6th,138
2018,28,Montgomery St,72
2018,28,Morris Canal,323
2018,28,Newark Ave,262
2018,28,Newport PATH,514
2018,28,Newport Pkwy,347
2018,28,Oakland Ave,163
2018,28,Paulus Hook,284
2018,28,Pershing Field,118
2018,28,Riverview Park,64
2018,28,Sip Ave,494
2018,28,Union St,28
2018,28,Van Vorst Park,263
2018,28,Warren St,290
2018,28,Washington St,215
2018,28,York St,105
2018,29,5 Corners Library,70
2018,29,Astor Place,51
2018,29,Baldwin at Montgomery,93
2018,29,Bergen Ave,77
2018,29,Brunswick & 6th,222
2018,29,Brunswick St,204
2018,29,Christ Hospital,63
2018,29,City Hall,241
2018,29,Columbus Drive,192
2018,29,Communipaw & Berry Lane,67
2018,29,Dey St,40
2018,29,Dixon Mills,171
2018,29,Essex Light Rail,144
2018,29,Exchange Place,570
2018,29,Fairmount Ave,101
2018,29,Glenwood Ave,42
2018,29,Grand St,113
2018,29,Grove St PATH,1026
2018,29,Hamilton Park,559
2018,29,Harborside,345
2018,29,Heights Elevator,84
2018,29,Hilltop,99
2018,29,JC Medical Center,115
2018,29,Jackson Square,17
2018,29,Jersey & 3rd,224
2018,29,Jersey & 6th St,211
2018,29,Journal Square,169
2018,29,Lafayette Park,66
2018,29,Leonard Gordon Park,81
2018,29,Liberty Light Rail,247
2018,29,Lincoln Park,63
2018,29,Manila & 1st,157
2018,29,Marin Light Rail,334
2018,29,McGinley Square,155
2018,29,Monmouth and 6th,140
2018,29,Montgomery St,96
2018,29,Morris Canal,297
2018,29,Newark Ave,258
2018,29,Newport PATH,444
2018,29,Newport Pkwy,286
2018,29,Oakland Ave,131
2018,29,Paulus Hook,256
2018,29,Pershing Field,104
2018,29,Riverview Park,84
2018,29,Sip Ave,454
2018,29,Union St,34
2018,29,Van Vorst Park,263
2018,29,Warren St,274
2018,29,Washington St,214
2018,29,York St,101
2018,30,5 Corners Library,48
2018,30,Astor Place,51
2018,30,Baldwin at Montgomery,108
2018,30,Bergen Ave,75
2018,30,Brunswick & 6th,175
2018,30,Brunswick St,158
2018,30,Christ Hospital,74
2018,30,City Hall,214
2018,30,Columbus Drive,193
2018,30,Communipaw & Berry Lane,60
2018,30,Dey St,49
2018,30,Dixon Mills,152
2018,30,Essex Light Rail,141
2018,30,Exchange Place,478
2018,30,Fairmount Ave,83
2018,30,Glenwood Ave,31
2018,30,Grand St,138
2018,30,Grove St PATH,928
2018,30,Hamilton Park,500
2018,30,Harborside,328
2018,30,Heights Elevator,78
2018,30,Hilltop,99
2018,30,JC Medical Center,140
2018,30,Jackson Square,21
2018,30,Jersey & 3rd,205
2018,30,Jersey & 6th St,197
2018,30,Journal Square,153
2018,30,Lafayette Park,42
2018,30,Leonard Gordon Park,92
2018,30,Liberty Light Rail,237
2018,30,Lincoln Park,79
2018,30,Manila & 1st,166
2018,30,Marin Light Rail,231
2018,30,McGinley Square,116
2018,30,Monmouth and 6th,117
2018,30,Montgomery St,81
2018,30,Morris Canal,257
2018,30,Newark Ave,240
2018,30,Newport PATH,415
2018,30,Newport Pkwy,318
2018,30,Oakland Ave,155
2018,30,Paulus Hook,254
2018,30,Pershing Field,94
2018,30,Riverview Park,67
2018,30,Sip Ave,456
2018,30,Union St,29
2018,30,Van Vorst Park,209
2018,30,Warren St,256
2018,30,Washington St,163
2018,30,York St,81
2018,31,5 Corners Library,63
2018,31,Astor Place,66
2018,31,Baldwin at Montgomery,110
2018,31,Bergen Ave,85
2018,31,Brunswick & 6th,226
2018,31,Brunswick St,161
2018,31,Christ Hospital,69
2018,31,City Hall,239
2018,31,Columbus Drive,201
2018,31,Communipaw & Berry Lane,52
2018,31,Dey St,43
2018,31,Dixon Mills,135
2018,31,Essex Light Rail,171
2018,31,Exchange Place,611
2018,31,Fairmount Ave,74
2018,31,Glenwood Ave,43
2018,31,Grand St,158
2018,31,Grove St PATH,1112
2018,31,Hamilton Park,623
2018,31,Harborside,362
2018,31,Heights Elevator,61
2018,31,Hilltop,83
2018,31,JC Medical Center,134
2018,31,Jackson Square,27
2018,31,Jersey & 3rd,249
2018,31,Jersey & 6th St,217
2018,31,Journal Square,145
2018,31,Lafayette Park,51
2018,31,Leonard Gordon Park,68
2018,31,Liberty Light Rail,219
2018,31,Lincoln Park,91
2018,31,Manila & 1st,190
2018,31,Marin Light Rail,341
2018,31,McGinley Square,136
2018,31,Monmouth and 6th,148
2018,31,Montgomery St,93
2018,31,Morris Canal,306
2018,31,Newark Ave,279
2018,31,Newport PATH,464
2018,31,Newport Pkwy,327
2018,31,Oakland Ave,161
2018,31,Paulus Hook,255
2018,31,Pershing Field,116
2018,31,Riverview Park,62
2018,31,Sip Ave,507
2018,31,Union St,26
2018,31,Van Vorst Park,246
2018,31,Warren St,291
2018,31,Washington St,195
2018,31,York St,107
2018,32,5 Corners Library,57
2018,32,Astor Place,77
2018,32,Baldwin at Montgomery,118
2018,32,Bergen Ave,90
2018,32,Brunswick & 6th,246
2018,32,Brunswick St,188
2018,32,Christ Hospital,79
2018,32,City Hall,256
2018,32,Columbus Drive,213
2018,32,Communipaw & Berry Lane,32
2018,32,Dey St,32
2018,32,Dixon Mills,177
2018,32,Essex Light Rail,185
2018,32,Exchange Place,557
2018,32,Fairmount Ave,82
2018,32,Glenwood Ave,35
2018,32,Grand St,138
2018,32,Grove St PATH,1058
2018,32,Hamilton Park,600
2018,32,Harborside,396
2018,32,Heights Elevator,66
2018,32,Hilltop,98
2018,32,JC Medical Center,127
2018,32,Jackson Square,34
2018,32,Jersey & 3rd,216
2018,32,Jersey & 6th St,238
2018,32,Journal Square,174
2018,32,Lafayette Park,50
2018,32,Leonard Gordon Park,79
2018,32,Liberty Light Rail,213
2018,32,Lincoln Park,80
2018,32,Manila & 1st,194
2018,32,Marin Light Rail,325
2018,32,McGinley Square,143
2018,32,Monmouth and 6th,133
2018,32,Montgomery St,88
2018,32,Morris Canal,264
2018,32,Newark Ave,269
2018,32,Newport PATH,479
2018,32,Newport Pkwy,310
2018,32,Oakland Ave,148
2018,32,Paulus Hook,260
2018,32,Pershing Field,120
2018,32,Riverview Park,54
2018,32,Sip Ave,527
2018,32,Union St,29
2018,32,Van Vorst Park,218
2018,32,Warren St,305
2018,32,Washington St,239
2018,32,York St,101
2018,33,5 Corners Library,51
2018,33,Astor Place,60
2018,33,Baldwin at Montgomery,111
2018,33,Bergen Ave,84
2018,33,Brunswick & 6th,222
2018,33,Brunswick St,211
2018,33,Christ Hospital,88
2018,33,City Hall,236
2018,33,Columbus Drive,229
2018,33,Communipaw & Berry Lane,39
2018,33,Dey St,31
2018,33,Dixon Mills,160
2018,33,Essex Light Rail,178
2018,33,Exchange Place,528
2018,33,Fairmount Ave,77
2018,33,Glenwood Ave,39
2018,33,Grand St,127
2018,33,Grove St PATH,1062
2018,33,Hamilton Park,556
2018,33,Harborside,330
2018,33,Heights Elevator,59
2018,33,Hilltop,75
2018,33,JC Medical Center,106
2018,33,Jackson Square,7
2018,33,Jersey & 3rd,213
2018,33,Jersey & 6th St,220
2018,33,Journal Square,180
2018,33,Lafayette Park,65
2018,33,Leonard Gordon Park,81
2018,33,Liberty Light Rail,166
2018,33,Lincoln Park,53
2018,33,Manila & 1st,168
2018,33,Marin Light Rail,299
2018,33,McGinley Square,124
2018,33,Monmouth and 6th,148
2018,33,Montgomery St,94
2018,33,Morris Canal,242
2018,33,Newark Ave,232
2018,33,Newport PATH,411
2018,33,Newport Pkwy,336
2018,33,Oakland Ave,143
2018,33,Paulus Hook,224
2018,33,Pershing Field,106
2018,33,Riverview Park,61
2018,33,Sip Ave,430
2018,33,Union St,13
2018,33,Van Vorst Park,203
2018,33,Warren St,267
2018,33,Washington St,217
2018,33,York St,83
2018,34,5 Corners Library,56
2018,34,Astor Place,77
2018,34,Baldwin at Montgomery,131
2018,34,Bergen Ave,72
2018,34,Brunswick & 6th,243
2018,34,Brunswick St,202
2018,34,Christ Hospital,75
2018,34,City Hall,273
2018,34,Columbus Drive,200
2018,34,Communipaw & Berry Lane,46
2018,34,Dey St,22
2018,34,Dixon Mills,131
2018,34,Essex Light Rail,190
2018,34,Exchange Place,633
2018,34,Fairmount Ave,84
2018,34,Glenwood Ave,35
2018,34,Grand St,156
2018,34,Grove St PATH,1109
2018,34,Hamilton Park,626
2018,34,Harborside,412
2018,34,Heights Elevator,98
2018,34,Hilltop,95
2018,34,JC Medical Center,140
2018,34,JCBS Depot,1
2018,34,Jackson Square,5
2018,34,Jersey & 3rd,238
2018,34,Jersey & 6th St,204
2018,34,Journal Square,188
2018,34,Lafayette Park,73
2018,34,Leonard Gordon Park,75
2018,34,Liberty Light Rail,251
2018,34,Lincoln Park,50
2018,34,Manila & 1st,181
2018,34,Marin Light Rail,352
2018,34,McGinley Square,127
2018,34,Monmouth and 6th,124
2018,34,Montgomery St,100
2018,34,Morris Canal,292
2018,34,Newark Ave,259
2018,34,Newport PATH,471
2018,34,Newport Pkwy,326
2018,34,Oakland Ave,142
2018,34,Paulus Hook,271
2018,34,Pershing Field,120
2018,34,Riverview Park,71
2018,34,Sip Ave,465
2018,34,Union St,26
2018,34,Van Vorst Park,239
2018,34,Warren St,300
2018,34,Washington St,242
2018,34,York St,87
2018,35,5 Corners Library,54
2018,35,Astor Place,81
2018,35,Baldwin at Montgomery,118
2018,35,Bergen Ave,75
2018,35,Brunswick & 6th,187
2018,35,Brunswick St,133
2018,35,Christ Hospital,67
2018,35,City Hall,191
2018,35,Columbus Drive,210
2018,35,Communipaw & Berry Lane,42
2018,35,Dey St,32
2018,35,Dixon Mills,149
2018,35,Essex Light Rail,161
2018,35,Exchange Place,571
2018,35,Fairmount Ave,97
2018,35,Glenwood Ave,37
2018,35,Grand St,162
2018,35,Grove St PATH,1000
2018,35,Hamilton Park,554
2018,35,Harborside,371
2018,35,Heights Elevator,76
2018,35,Hilltop,101
2018,35,JC Medical Center,110
2018,35,Jackson Square,10
2018,35,Jersey & 3rd,190
2018,35,Jersey & 6th St,192
2018,35,Journal Square,186
2018,35,Lafayette Park,79
2018,35,Leonard Gordon Park,82
2018,35,Liberty Light Rail,171
2018,35,Lincoln Park,70
2018,35,Manila & 1st,175
2018,35,Marin Light Rail,352
2018,35,McGinley Square,121
2018,35,Monmouth and 6th,121
2018,35,Montgomery St,89
2018,35,Morris Canal,288
2018,35,Newark Ave,227
2018,35,Newport PATH,473
2018,35,Newport Pkwy,242
2018,35,Oakland Ave,139
2018,35,Paulus Hook,243
2018,35,Pershing Field,118
2018,35,Riverview Park,48
2018,35,Sip Ave,476
2018,35,Union St,20
2018,35,Van Vorst Park,234
2018,35,Warren St,263
2018,35,Washington St,240
2018,35,York St,85
2018,36,5 Corners Library,66
2018,36,Astor Place,70
2018,36,Baldwin at Montgomery,109
2018,36,Bergen Ave,64
2018,36,Brunswick & 6th,201
2018,36,Brunswick St,199
2018,36,Christ Hospital,79
2018,36,City Hall,163
2018,36,Columbus Drive,51
2018,36,Communipaw & Berry Lane,25
2018,36,Dey St,38
2018,36,Dixon Mills,132
2018,36,Essex Light Rail,154
2018,36,Exchange Place,428
2018,36,Fairmount Ave,73
2018,36,Glenwood Ave,39
2018,36,Grand St,144
2018,36,Grove St PATH,941
2018,36,Hamilton Park,545
2018,36,Harborside,324
2018,36,Heights Elevator,71
2018,36,Hilltop,99
2018,36,JC Medical Center,112
2018,36,JCBS Depot,1
2018,36,Jackson Square,17
2018,36,Jersey & 3rd,197
2018,36,Jersey & 6th St,178
2018,36,Journal Square,160
2018,36,Lafayette Park,70
2018,36,Leonard Gordon Park,60
2018,36,Liberty Light Rail,162
2018,36,Lincoln Park,72
2018,36,Manila & 1st,173
2018,36,Marin Light Rail,276
2018,36,McGinley Square,137
2018,36,Monmouth and 6th,116
2018,36,Montgomery St,84
2018,36,Morris Canal,251
2018,36,Newark Ave,262
2018,36,Newport PATH,343
2018,36,Newport Pkwy,215
2018,36,Oakland Ave,141
2018,36,Paulus Hook,197
2018,36,Pershing Field,107
2018,36,Riverview Park,58
2018,36,Sip Ave,364
2018,36,Union St,31
2018,36,Van Vorst Park,214
2018,36,Warren St,270
2018,36,Washington St,233
2018,36,York St,99
2018,37,5 Corners Library,62
2018,37,Astor Place,76
2018,37,Baldwin at Montgomery,100
2018,37,Bergen Ave,85
2018,37,Brunswick & 6th,214
2018,37,Brunswick St,197
2018,37,Christ Hospital,73
2018,37,City Hall,226
2018,37,Columbus Drive,207
2018,37,Communipaw & Berry Lane,33
2018,37,Dey St,27
2018,37,Dixon Mills,142
2018,37,Essex Light Rail,174
2018,37,Exchange Place,531
2018,37,Fairmount Ave,94
2018,37,Glenwood Ave,41
2018,37,Grand St,146
2018,37,Grove St PATH,1017
2018,37,Hamilton Park,527
2018,37,Harborside,301
2018,37,Heights Elevator,70
2018,37,Hilltop,73
2018,37,JC Medical Center,116
2018,37,JCBS Depot,1
2018,37,Jackson Square,19
2018,37,Jersey & 3rd,214
2018,37,Jersey & 6th St,205
2018,37,Journal Square,172
2018,37,Lafayette Park,52
2018,37,Leonard Gordon Park,59
2018,37,Liberty Light Rail,192
2018,37,Lincoln Park,72
2018,37,Manila & 1st,159
2018,37,Marin Light Rail,326
2018,37,McGinley Square,125
2018,37,Monmouth and 6th,115
2018,37,Montgomery St,106
2018,37,Morris Canal,252
2018,37,Newark Ave,225
2018,37,Newport PATH,344
2018,37,Newport Pkwy,290
2018,37,Oakland Ave,151
2018,37,Paulus Hook,191
2018,37,Pershing Field,126
2018,37,Riverview Park,64
2018,37,Sip Ave,451
2018,37,Union St,34
2018,37,Van Vorst Park,229
2018,37,Warren St,253
2018,37,Washington St,204
2018,37,York St,78
2018,38,5 Corners Library,58
2018,38,Astor Place,73
2018,38,Baldwin at Montgomery,110
2018,38,Bergen Ave,91
2018,38,Brunswick & 6th,188
2018,38,Brunswick St,232
2018,38,Christ Hospital,82
2018,38,City Hall,227
2018,38,Columbus Drive,193
2018,38,Communipaw & Berry Lane,33
2018,38,Dey St,42
2018,38,Dixon Mills,164
2018,38,Essex Light Rail,210
2018,38,Exchange Place,534
2018,38,Fairmount Ave,87
2018,38,Glenwood Ave,31
2018,38,Grand St,178
2018,38,Grove St PATH,1170
2018,38,Hamilton Park,580
2018,38,Harborside,406
2018,38,Heights Elevator,92
2018,38,Hilltop,84
2018,38,JC Medical Center,137
2018,38,Jackson Square,18
2018,38,Jersey & 3rd,191
2018,38,Jersey & 6th St,202
2018,38,Journal Square,172
2018,38,Lafayette Park,75
2018,38,Leonard Gordon Park,65
2018,38,Liberty Light Rail,215
2018,38,Lincoln Park,76
2018,38,Manila & 1st,176
2018,38,Marin Light Rail,340
2018,38,McGinley Square,148
2018,38,Monmouth and 6th,147
2018,38,Montgomery St,108
2018,38,Morris Canal,269
2018,38,Newark Ave,281
2018,38,Newport PATH,400
2018,38,Newport Pkwy,298
2018,38,Oakland Ave,153
2018,38,Paulus Hook,229
2018,38,Pershing Field,148
2018,38,Riverview Park,79
2018,38,Sip Ave,457
