year,week,station,anzahl
2019,51,Hamilton Park,227
2019,51,Harborside,169
2019,51,Heights Elevator,13
2019,51,Hilltop,15
2019,51,Hoboken Ave at Monmouth St,18
2019,51,JC Medical Center,53
2019,51,Jackson Square,15
2019,51,Jersey & 3rd,94
2019,51,Jersey & 6th St,101
2019,51,Journal Square,89
2019,51,Lafayette Park,27
2019,51,Leonard Gordon Park,15
2019,51,Liberty Light Rail,66
2019,51,Lincoln Park,22
2019,51,Manila & 1st,108
2019,51,Marin Light Rail,166
2019,51,McGinley Square,108
2019,51,Monmouth and 6th,122
2019,51,Montgomery St,41
2019,51,Morris Canal,93
2019,51,Newark Ave,91
2019,51,Newport PATH,179
2019,51,Newport Pkwy,109
2019,51,Oakland Ave,58
2019,51,Paulus Hook,61
2019,51,Pershing Field,41
2019,51,Riverview Park,15
2019,51,Sip Ave,247
2019,51,Union St,10
2019,51,Van Vorst Park,77
2019,51,Warren St,117
2019,51,Washington St,84
2019,51,York St,28
2019,52,5 Corners Library,29
2019,52,Astor Place,56
2019,52,Baldwin at Montgomery,45
2019,52,Bergen Ave,58
2019,52,Brunswick & 6th,105
2019,52,Brunswick St,85
2019,52,Christ Hospital,27
2019,52,City Hall,96
2019,52,Columbus Dr at Exchange Pl,146
2019,52,Columbus Drive,83
2019,52,Communipaw & Berry Lane,13
2019,52,Dey St,13
2019,52,Dixon Mills,68
2019,52,Essex Light Rail,45
2019,52,Fairmount Ave,50
2019,52,Glenwood Ave,22
2019,52,Grand St,55
2019,52,Grove St PATH,401
2019,52,Hamilton Park,179
2019,52,Harborside,150
2019,52,Heights Elevator,11
2019,52,Hilltop,25
2019,52,Hoboken Ave at Monmouth St,35
2019,52,JC Medical Center,60
2019,52,Jackson Square,11
2019,52,Jersey & 3rd,92
2019,52,Jersey & 6th St,65
2019,52,Journal Square,47
2019,52,Lafayette Park,13
2019,52,Leonard Gordon Park,13
2019,52,Liberty Light Rail,74
2019,52,Lincoln Park,27
2019,52,Manila & 1st,63
2019,52,Marin Light Rail,141
2019,52,McGinley Square,97
2019,52,Monmouth and 6th,71
2019,52,Montgomery St,39
2019,52,Morris Canal,83
2019,52,Newark Ave,115
2019,52,Newport PATH,204
2019,52,Newport Pkwy,151
2019,52,Oakland Ave,36
2019,52,Paulus Hook,60
2019,52,Pershing Field,55
2019,52,Riverview Park,19
2019,52,Sip Ave,256
2019,52,Union St,10
2019,52,Van Vorst Park,82
2019,52,Warren St,126
2019,52,Washington St,101
2019,52,York St,30
2020,1,5 Corners Library,19
2020,1,Astor Place,37
2020,1,Baldwin at Montgomery,25
2020,1,Bergen Ave,24
2020,1,Brunswick & 6th,82
2020,1,Brunswick St,57
2020,1,Christ Hospital,21
2020,1,City Hall,74
2020,1,Columbus Dr at Exchange Pl,125
2020,1,Columbus Drive,62
2020,1,Communipaw & Berry Lane,15
2020,1,Dey St,9
2020,1,Dixon Mills,64
2020,1,Essex Light Rail,44
2020,1,Fairmount Ave,39
2020,1,Glenwood Ave,22
2020,1,Grand St,48
2020,1,Grove St PATH,350
2020,1,Hamilton Park,154
2020,1,Harborside,138
2020,1,Heights Elevator,22
2020,1,Hilltop,21
2020,1,Hoboken Ave at Monmouth St,22
2020,1,JC Medical Center,47
2020,1,Jackson Square,9
2020,1,Jersey & 3rd,72
2020,1,Jersey & 6th St,74
2020,1,Journal Square,37
2020,1,Lafayette Park,24
2020,1,Leonard Gordon Park,17
2020,1,Liberty Light Rail,67
2020,1,Lincoln Park,20
2020,1,Manila & 1st,74
2020,1,Marin Light Rail,107
2020,1,McGinley Square,63
2020,1,Monmouth and 6th,62
2020,1,Montgomery St,36
2020,1,Morris Canal,47
2020,1,Newark Ave,81
2020,1,Newport PATH,134
2020,1,Newport Pkwy,91
2020,1,Oakland Ave,31
2020,1,Paulus Hook,45
2020,1,Pershing Field,32
2020,1,Riverview Park,14
2020,1,Sip Ave,174
2020,1,Union St,9
2020,1,Van Vorst Park,67
2020,1,Warren St,95
2020,1,Washington St,80
2020,1,York St,18
2020,2,5 Corners Library,36
2020,2,Astor Place,80
2020,2,Baldwin at Montgomery,75
2020,2,Bergen Ave,85
2020,2,Brunswick & 6th,186
2020,2,Brunswick St,152
2020,2,Christ Hospital,47
2020,2,City Hall,206
2020,2,Columbus Dr at Exchange Pl,274
2020,2,Columbus Drive,145
2020,2,Communipaw & Berry Lane,30
2020,2,Dey St,22
2020,2,Dixon Mills,133
2020,2,Essex Light Rail,105
2020,2,Fairmount Ave,58
2020,2,Glenwood Ave,28
2020,2,Grand St,86
2020,2,Grove St PATH,802
2020,2,Hamilton Park,365
2020,2,Harborside,297
2020,2,Heights Elevator,49
2020,2,Hilltop,34
2020,2,Hoboken Ave at Monmouth St,46
2020,2,JC Medical Center,119
2020,2,Jackson Square,19
2020,2,Jersey & 3rd,181
2020,2,Jersey & 6th St,154
2020,2,Journal Square,103
2020,2,Lafayette Park,53
2020,2,Leonard Gordon Park,20
2020,2,Liberty Light Rail,147
2020,2,Lincoln Park,52
2020,2,Manila & 1st,155
2020,2,Marin Light Rail,272
2020,2,McGinley Square,112
2020,2,Monmouth and 6th,156
2020,2,Montgomery St,81
2020,2,Morris Canal,156
2020,2,Newark Ave,195
2020,2,Newport PATH,290
2020,2,Newport Pkwy,184
2020,2,Oakland Ave,66
2020,2,Paulus Hook,131
2020,2,Pershing Field,52
2020,2,Riverview Park,36
2020,2,Sip Ave,357
2020,2,Union St,10
2020,2,Van Vorst Park,157
2020,2,Warren St,179
2020,2,Washington St,181
2020,2,York St,49
2020,3,5 Corners Library,32
2020,3,Astor Place,73
2020,3,Baldwin at Montgomery,42
2020,3,Bergen Ave,49
2020,3,Brunswick & 6th,179
2020,3,Brunswick St,116
2020,3,Christ Hospital,21
2020,3,City Hall,169
2020,3,Columbus Dr at Exchange Pl,251
2020,3,Columbus Drive,124
2020,3,Communipaw & Berry Lane,23
2020,3,Dey St,15
2020,3,Dixon Mills,110
2020,3,Essex Light Rail,97
2020,3,Fairmount Ave,41
2020,3,Glenwood Ave,26
2020,3,Grand St,96
2020,3,Grove St PATH,683
2020,3,Hamilton Park,273
2020,3,Harborside,235
2020,3,Heights Elevator,26
2020,3,Hilltop,35
2020,3,Hoboken Ave at Monmouth St,27
2020,3,JC Medical Center,79
2020,3,Jackson Square,13
2020,3,Jersey & 3rd,129
2020,3,Jersey & 6th St,137
2020,3,Journal Square,80
2020,3,Lafayette Park,46
2020,3,Leonard Gordon Park,19
2020,3,Liberty Light Rail,90
2020,3,Lincoln Park,36
2020,3,Manila & 1st,141
2020,3,Marin Light Rail,191
2020,3,McGinley Square,117
2020,3,Monmouth and 6th,155
2020,3,Montgomery St,49
2020,3,Morris Canal,116
2020,3,Newark Ave,148
2020,3,Newport PATH,204
2020,3,Newport Pkwy,112
2020,3,Oakland Ave,55
2020,3,Paulus Hook,103
2020,3,Pershing Field,55
2020,3,Riverview Park,23
2020,3,Sip Ave,311
2020,3,Union St,11
2020,3,Van Vorst Park,100
2020,3,Warren St,138
2020,3,Washington St,108
2020,3,York St,48
2020,4,5 Corners Library,25
2020,4,Astor Place,63
2020,4,Baldwin at Montgomery,56
2020,4,Bergen Ave,58
2020,4,Brunswick & 6th,169
2020,4,Brunswick St,112
2020,4,Christ Hospital,25
2020,4,City Hall,157
2020,4,Columbus Dr at Exchange Pl,262
2020,4,Columbus Drive,118
2020,4,Communipaw & Berry Lane,18
2020,4,Dey St,25
2020,4,Dixon Mills,107
2020,4,Essex Light Rail,79
2020,4,Fairmount Ave,55
2020,4,Glenwood Ave,26
2020,4,Grand St,69
2020,4,Grove St PATH,623
2020,4,Hamilton Park,290
2020,4,Harborside,223
2020,4,Heights Elevator,21
2020,4,Hilltop,30
2020,4,Hoboken Ave at Monmouth St,30
2020,4,JC Medical Center,83
2020,4,Jackson Square,18
2020,4,Jersey & 3rd,125
2020,4,Jersey & 6th St,109
2020,4,Journal Square,75
2020,4,Lafayette Park,45
2020,4,Leonard Gordon Park,15
2020,4,Liberty Light Rail,83
2020,4,Lincoln Park,23
2020,4,Manila & 1st,134
2020,4,Marin Light Rail,175
2020,4,McGinley Square,122
2020,4,Monmouth and 6th,123
2020,4,Montgomery St,60
2020,4,Morris Canal,116
2020,4,Newark Ave,155
2020,4,Newport PATH,185
2020,4,Newport Pkwy,151
2020,4,Oakland Ave,40
2020,4,Paulus Hook,101
2020,4,Pershing Field,56
2020,4,Riverview Park,24
2020,4,Sip Ave,327
2020,4,Union St,13
2020,4,Van Vorst Park,113
2020,4,Warren St,109
2020,4,Washington St,106
2020,4,York St,47
2020,5,5 Corners Library,19
2020,5,Astor Place,74
2020,5,Baldwin at Montgomery,61
2020,5,Bergen Ave,68
2020,5,Brunswick & 6th,189
2020,5,Brunswick St,103
2020,5,Christ Hospital,39
2020,5,City Hall,166
2020,5,Columbus Dr at Exchange Pl,271
2020,5,Columbus Drive,147
2020,5,Communipaw & Berry Lane,9
2020,5,Dey St,29
2020,5,Dixon Mills,127
2020,5,Essex Light Rail,90
2020,5,Fairmount Ave,72
2020,5,Grand St,84
2020,5,Grove St PATH,723
2020,5,Hamilton Park,309
2020,5,Harborside,251
2020,5,Heights Elevator,29
2020,5,Hilltop,42
2020,5,Hoboken Ave at Monmouth St,34
2020,5,JC Medical Center,96
2020,5,Jackson Square,22
2020,5,Jersey & 3rd,149
2020,5,Jersey & 6th St,130
2020,5,Journal Square,109
2020,5,Lafayette Park,52
2020,5,Leonard Gordon Park,22
2020,5,Liberty Light Rail,111
2020,5,Lincoln Park,35
2020,5,Manila & 1st,145
2020,5,Marin Light Rail,198
2020,5,McGinley Square,152
2020,5,Monmouth and 6th,132
2020,5,Montgomery St,46
2020,5,Morris Canal,129
2020,5,Newark Ave,163
2020,5,Newport PATH,225
2020,5,Newport Pkwy,142
2020,5,Oakland Ave,56
2020,5,Paulus Hook,125
2020,5,Pershing Field,52
2020,5,Riverview Park,27
2020,5,Sip Ave,380
2020,5,Union St,18
2020,5,Van Vorst Park,121
2020,5,Warren St,141
2020,5,Washington St,127
2020,5,York St,42
2020,6,5 Corners Library,20
2020,6,Astor Place,58
2020,6,Baldwin at Montgomery,70
2020,6,Bergen Ave,77
2020,6,Brunswick & 6th,162
2020,6,Brunswick St,137
2020,6,Christ Hospital,46
2020,6,City Hall,150
2020,6,Columbus Dr at Exchange Pl,238
2020,6,Columbus Drive,131
2020,6,Communipaw & Berry Lane,2
2020,6,Dey St,33
2020,6,Dixon Mills,107
2020,6,Essex Light Rail,62
2020,6,Fairmount Ave,75
2020,6,Glenwood Ave,12
2020,6,Grand St,74
2020,6,Grove St PATH,698
2020,6,Hamilton Park,290
2020,6,Harborside,252
2020,6,Heights Elevator,17
2020,6,Hilltop,37
2020,6,Hoboken Ave at Monmouth St,35
2020,6,JC Medical Center,89
2020,6,Jackson Square,32
2020,6,Jersey & 3rd,134
2020,6,Jersey & 6th St,118
2020,6,Journal Square,113
2020,6,Lafayette Park,47
2020,6,Leonard Gordon Park,21
2020,6,Liberty Light Rail,114
2020,6,Lincoln Park,45
2020,6,Manila & 1st,111
2020,6,Marin Light Rail,189
2020,6,McGinley Square,150
2020,6,Monmouth and 6th,140
2020,6,Montgomery St,65
2020,6,Morris Canal,125
2020,6,Newark Ave,159
2020,6,Newport PATH,233
2020,6,Newport Pkwy,145
2020,6,Oakland Ave,58
2020,6,Paulus Hook,117
2020,6,Pershing Field,36
2020,6,Riverview Park,17
2020,6,Sip Ave,396
2020,6,Union St,10
2020,6,Van Vorst Park,106
2020,6,Warren St,110
2020,6,Washington St,139
2020,6,York St,49
2020,7,5 Corners Library,13
2020,7,Astor Place,59
2020,7,Baldwin at Montgomery,46
2020,7,Bergen Ave,65
2020,7,Brunswick & 6th,146
2020,7,Brunswick St,127
2020,7,Christ Hospital,38
2020,7,City Hall,164
2020,7,Columbus Dr at Exchange Pl,182
2020,7,Columbus Drive,83
2020,7,Communipaw & Berry Lane,18
2020,7,Dey St,23
2020,7,Dixon Mills,101
2020,7,Essex Light Rail,55
2020,7,Fairmount Ave,63
2020,7,Glenwood Ave,48
2020,7,Grand St,89
2020,7,Grove St PATH,508
2020,7,Hamilton Park,287
2020,7,Harborside,222
2020,7,Heights Elevator,28
2020,7,Hilltop,28
2020,7,Hoboken Ave at Monmouth St,37
2020,7,JC Medical Center,60
2020,7,Jackson Square,18
2020,7,Jersey & 3rd,112
2020,7,Jersey & 6th St,111
2020,7,Journal Square,91
2020,7,Lafayette Park,42
2020,7,Leonard Gordon Park,18
2020,7,Liberty Light Rail,79
2020,7,Lincoln Park,19
2020,7,Manila & 1st,120
2020,7,Marin Light Rail,150
2020,7,McGinley Square,119
2020,7,Monmouth and 6th,114
2020,7,Montgomery St,52
2020,7,Morris Canal,106
2020,7,Newark Ave,130
2020,7,Newport PATH,229
2020,7,Newport Pkwy,141
2020,7,Oakland Ave,59
2020,7,Paulus Hook,101
2020,7,Pershing Field,49
2020,7,Riverview Park,29
2020,7,Sip Ave,333
2020,7,Union St,10
2020,7,Van Vorst Park,106
2020,7,Warren St,115
2020,7,Washington St,109
2020,7,York St,41
2020,8,5 Corners Library,42
2020,8,Astor Place,77
2020,8,Baldwin at Montgomery,61
2020,8,Bergen Ave,64
2020,8,Brunswick & 6th,160
2020,8,Brunswick St,124
2020,8,Christ Hospital,39
2020,8,City Hall,184
2020,8,Columbus Dr at Exchange Pl,261
2020,8,Columbus Drive,132
2020,8,Communipaw & Berry Lane,15
2020,8,Dey St,23
2020,8,Dixon Mills,129
2020,8,Essex Light Rail,101
2020,8,Fairmount Ave,51
2020,8,Glenwood Ave,36
2020,8,Grand St,81
2020,8,Grove St PATH,596
2020,8,Hamilton Park,316
2020,8,Harborside,288
2020,8,Heights Elevator,29
2020,8,Hilltop,44
2020,8,Hoboken Ave at Monmouth St,32
2020,8,JC Medical Center,88
2020,8,Jackson Square,24
2020,8,Jersey & 3rd,149
2020,8,Jersey & 6th St,129
2020,8,Journal Square,85
2020,8,Lafayette Park,57
2020,8,Leonard Gordon Park,19
2020,8,Liberty Light Rail,143
2020,8,Lincoln Park,33
2020,8,Manila & 1st,147
2020,8,Marin Light Rail,209
2020,8,McGinley Square,124
2020,8,Monmouth and 6th,126
2020,8,Montgomery St,53
2020,8,Morris Canal,135
2020,8,Newark Ave,192
2020,8,Newport PATH,257
2020,8,Newport Pkwy,200
2020,8,Oakland Ave,56
2020,8,Paulus Hook,123
2020,8,Pershing Field,60
2020,8,Riverview Park,32
2020,8,Sip Ave,335
2020,8,Union St,15
2020,8,Van Vorst Park,97
2020,8,Warren St,129
2020,8,Washington St,117
2020,8,York St,55
2020,9,5 Corners Library,31
2020,9,Astor Place,81
2020,9,Baldwin at Montgomery,60
2020,9,Bergen Ave,59
2020,9,Brunswick & 6th,171
2020,9,Brunswick St,122
2020,9,Christ Hospital,25
2020,9,City Hall,173
2020,9,Columbus Dr at Exchange Pl,226
2020,9,Columbus Drive,127
2020,9,Communipaw & Berry Lane,11
2020,9,Dey St,30
2020,9,Dixon Mills,109
2020,9,Essex Light Rail,75
2020,9,Fairmount Ave,45
2020,9,Glenwood Ave,31
2020,9,Grand St,55
2020,9,Grove St PATH,492
2020,9,Hamilton Park,271
2020,9,Harborside,268
2020,9,Heights Elevator,19
2020,9,Hilltop,23
2020,9,Hoboken Ave at Monmouth St,35
2020,9,JC Medical Center,62
2020,9,Jackson Square,24
2020,9,Jersey & 3rd,112
2020,9,Jersey & 6th St,141
2020,9,Journal Square,74
2020,9,Lafayette Park,42
2020,9,Leonard Gordon Park,15
2020,9,Liberty Light Rail,111
2020,9,Lincoln Park,34
2020,9,Manila & 1st,133
2020,9,Marin Light Rail,186
2020,9,McGinley Square,116
2020,9,Monmouth and 6th,140
2020,9,Montgomery St,63
2020,9,Morris Canal,115
2020,9,Newark Ave,144
2020,9,Newport PATH,233
2020,9,Newport Pkwy,160
2020,9,Oakland Ave,48
2020,9,Paulus Hook,92
2020,9,Pershing Field,58
2020,9,Riverview Park,16
2020,9,Sip Ave,294
2020,9,Union St,16
2020,9,Van Vorst Park,108
2020,9,Warren St,113
2020,9,Washington St,115
2020,9,York St,47
2020,10,5 Corners Library,20
2020,10,Astor Place,52
2020,10,Baldwin at Montgomery,59
2020,10,Bergen Ave,26
2020,10,Brunswick & 6th,146
2020,10,Brunswick St,131
2020,10,Christ Hospital,23
2020,10,City Hall,176
2020,10,Columbus Dr at Exchange Pl,238
2020,10,Columbus Drive,112
2020,10,Communipaw & Berry Lane,25
2020,10,Dey St,17
2020,10,Dixon Mills,98
2020,10,Essex Light Rail,68
2020,10,Fairmount Ave,31
2020,10,Glenwood Ave,18
2020,10,Grand St,68
2020,10,Grove St PATH,518
2020,10,Hamilton Park,286
2020,10,Harborside,294
2020,10,Heights Elevator,25
2020,10,Hilltop,32
2020,10,Hoboken Ave at Monmouth St,35
2020,10,JC Medical Center,90
2020,10,Jackson Square,12
2020,10,Jersey & 3rd,146
2020,10,Jersey & 6th St,105
2020,10,Journal Square,67
2020,10,Lafayette Park,57
2020,10,Leonard Gordon Park,27
2020,10,Liberty Light Rail,149
2020,10,Lincoln Park,39
2020,10,Manila & 1st,155
2020,10,Marin Light Rail,201
2020,10,McGinley Square,67
2020,10,Monmouth and 6th,89
2020,10,Montgomery St,77
2020,10,Morris Canal,132
2020,10,Newark Ave,165
2020,10,Newport PATH,261
2020,10,Newport Pkwy,155
2020,10,Oakland Ave,39
2020,10,Paulus Hook,123
2020,10,Pershing Field,52
2020,10,Riverview Park,28
2020,10,Sip Ave,216
2020,10,Union St,18
2020,10,Van Vorst Park,88
2020,10,Warren St,117
2020,10,Washington St,112
2020,10,York St,46
2020,11,5 Corners Library,31
2020,11,Astor Place,72
2020,11,Baldwin at Montgomery,77
2020,11,Bergen Ave,86
2020,11,Brunswick & 6th,161
2020,11,Brunswick St,114
2020,11,Christ Hospital,46
2020,11,City Hall,184
2020,11,Columbus Dr at Exchange Pl,242
2020,11,Columbus Drive,136
2020,11,Communipaw & Berry Lane,23
2020,11,Dey St,36
2020,11,Dixon Mills,125
2020,11,Essex Light Rail,89
2020,11,Fairmount Ave,63
2020,11,Glenwood Ave,43
2020,11,Grand St,94
2020,11,Grove St PATH,518
2020,11,Hamilton Park,339
2020,11,Harborside,316
2020,11,Heights Elevator,30
2020,11,Hilltop,60
2020,11,Hoboken Ave at Monmouth St,55
2020,11,JC Medical Center,119
2020,11,Jackson Square,16
2020,11,Jersey & 3rd,167
2020,11,Jersey & 6th St,119
2020,11,Journal Square,104
2020,11,Lafayette Park,53
2020,11,Leonard Gordon Park,19
2020,11,Liberty Light Rail,243
2020,11,Lincoln Park,41
2020,11,Manila & 1st,118
2020,11,Marin Light Rail,220
2020,11,McGinley Square,140
2020,11,Monmouth and 6th,124
2020,11,Montgomery St,59
2020,11,Morris Canal,143
2020,11,Newark Ave,174
2020,11,Newport PATH,240
2020,11,Newport Pkwy,184
2020,11,Oakland Ave,53
2020,11,Paulus Hook,132
2020,11,Pershing Field,60
2020,11,Riverview Park,35
2020,11,Sip Ave,351
2020,11,Union St,15
2020,11,Van Vorst Park,135
2020,11,Warren St,161
2020,11,Washington St,138
2020,11,York St,43
2020,12,5 Corners Library,24
2020,12,Astor Place,39
2020,12,Baldwin at Montgomery,44
2020,12,Bergen Ave,53
2020,12,Brunswick & 6th,50
2020,12,Brunswick St,40
2020,12,Christ Hospital,16
2020,12,City Hall,88
2020,12,Columbus Dr at Exchange Pl,79
2020,12,Columbus Drive,88
2020,12,Communipaw & Berry Lane,5
2020,12,Dey St,11
2020,12,Dixon Mills,58
2020,12,Essex Light Rail,39
2020,12,Fairmount Ave,56
2020,12,Glenwood Ave,28
2020,12,Grand St,41
2020,12,Grove St PATH,168
2020,12,Hamilton Park,165
2020,12,Harborside,136
2020,12,Heights Elevator,22
2020,12,Hilltop,45
2020,12,Hoboken Ave at Monmouth St,19
2020,12,JC Medical Center,91
2020,12,Jackson Square,21
2020,12,Jersey & 3rd,75
2020,12,Jersey & 6th St,52
2020,12,Journal Square,34
2020,12,Lafayette Park,14
2020,12,Leonard Gordon Park,16
2020,12,Liberty Light Rail,164
2020,12,Lincoln Park,51
2020,12,Manila & 1st,57
2020,12,Marin Light Rail,163
2020,12,McGinley Square,79
2020,12,Monmouth and 6th,37
2020,12,Montgomery St,49
2020,12,Morris Canal,81
2020,12,Newark Ave,65
2020,12,Newport PATH,110
2020,12,Newport Pkwy,150
2020,12,Oakland Ave,22
2020,12,Paulus Hook,78
2020,12,Pershing Field,33
2020,12,Riverview Park,14
2020,12,Sip Ave,171
2020,12,Union St,17
2020,12,Van Vorst Park,82
2020,12,Warren St,92
2020,12,Washington St,65
2020,12,York St,28
2020,13,5 Corners Library,8
2020,13,Astor Place,21
2020,13,Baldwin at Montgomery,37
2020,13,Bergen Ave,29
2020,13,Brunswick & 6th,31
2020,13,Brunswick St,19
2020,13,Christ Hospital,13
2020,13,City Hall,38
2020,13,Columbus Dr at Exchange Pl,44
2020,13,Columbus Drive,38
2020,13,Communipaw & Berry Lane,10
2020,13,Dey St,8
2020,13,Dixon Mills,24
2020,13,Essex Light Rail,17
2020,13,Fairmount Ave,34
2020,13,Glenwood Ave,13
2020,13,Grand St,24
2020,13,Grove St PATH,65
2020,13,Hamilton Park,73
2020,13,Harborside,69
2020,13,Heights Elevator,15
2020,13,Hilltop,24
2020,13,Hoboken Ave at Monmouth St,20
2020,13,JC Medical Center,60
2020,13,Jackson Square,11
2020,13,Jersey & 3rd,35
2020,13,Jersey & 6th St,21
2020,13,Journal Square,16
2020,13,Lafayette Park,13
2020,13,Leonard Gordon Park,7
2020,13,Liberty Light Rail,94
2020,13,Lincoln Park,34
2020,13,Manila & 1st,18
2020,13,Marin Light Rail,115
2020,13,McGinley Square,59
2020,13,Monmouth and 6th,26
2020,13,Montgomery St,43
2020,13,Morris Canal,59
2020,13,Newark Ave,39
2020,13,Newport PATH,48
2020,13,Newport Pkwy,107
2020,13,Oakland Ave,10
2020,13,Paulus Hook,43
2020,13,Pershing Field,26
2020,13,Riverview Park,17
2020,13,Sip Ave,103
2020,13,Union St,25
2020,13,Van Vorst Park,42
2020,13,Warren St,38
2020,13,Washington St,38
2020,13,York St,18
2020,14,5 Corners Library,6
2020,14,Astor Place,26
2020,14,Baldwin at Montgomery,47
2020,14,Bergen Ave,44
2020,14,Brunswick & 6th,37
2020,14,Brunswick St,23
2020,14,Christ Hospital,15
2020,14,City Hall,38
2020,14,Columbus Dr at Exchange Pl,47
2020,14,Columbus Drive,45
2020,14,Communipaw & Berry Lane,4
2020,14,Dey St,8
2020,14,Dixon Mills,33
2020,14,Essex Light Rail,35
2020,14,Fairmount Ave,40
2020,14,Glenwood Ave,29
2020,14,Grand St,21
2020,14,Grove St PATH,76
2020,14,Hamilton Park,80
2020,14,Harborside,85
2020,14,Heights Elevator,10
2020,14,Hilltop,29
2020,14,Hoboken Ave at Monmouth St,39
2020,14,JC Medical Center,72
2020,14,Jackson Square,10
2020,14,Jersey & 3rd,29
2020,14,Jersey & 6th St,29
2020,14,Journal Square,22
2020,14,Lafayette Park,8
2020,14,Leonard Gordon Park,5
2020,14,Liberty Light Rail,135
2020,14,Lincoln Park,34
2020,14,Manila & 1st,27
2020,14,Marin Light Rail,95
2020,14,McGinley Square,52
2020,14,Monmouth and 6th,23
2020,14,Montgomery St,47
2020,14,Morris Canal,67
2020,14,Newark Ave,40
2020,14,Newport PATH,60
2020,14,Newport Pkwy,133
2020,14,Oakland Ave,26
2020,14,Paulus Hook,61
2020,14,Pershing Field,37
2020,14,Riverview Park,10
2020,14,Sip Ave,101
2020,14,Union St,19
2020,14,Van Vorst Park,55
2020,14,Warren St,59
2020,14,Washington St,53
2020,14,York St,25
2020,15,5 Corners Library,5
2020,15,Astor Place,18
2020,15,Baldwin at Montgomery,36
2020,15,Bergen Ave,62
2020,15,Brunswick & 6th,35
2020,15,Brunswick St,27
2020,15,Christ Hospital,24
2020,15,City Hall,58
2020,15,Columbus Dr at Exchange Pl,58
2020,15,Columbus Drive,68
2020,15,Communipaw & Berry Lane,4
2020,15,Dey St,20
2020,15,Dixon Mills,36
2020,15,Essex Light Rail,34
2020,15,Fairmount Ave,30
2020,15,Glenwood Ave,19
2020,15,Grand St,35
2020,15,Grove St PATH,80
2020,15,Hamilton Park,97
2020,15,Harborside,98
2020,15,Heights Elevator,20
2020,15,Hilltop,39
2020,15,Hoboken Ave at Monmouth St,36
2020,15,JC Medical Center,84
2020,15,Jackson Square,15
2020,15,Jersey & 3rd,35
2020,15,Jersey & 6th St,27
2020,15,Journal Square,20
