station,season,year,week,count
Leonard Gordon Park,summer,2018,33,81
York St,summer,2018,33,83
Bergen Ave,summer,2018,33,84
Christ Hospital,summer,2018,33,88
Montgomery St,summer,2018,33,94
JC Medical Center,summer,2018,33,106
Pershing Field,summer,2018,33,106
Baldwin at Montgomery,summer,2018,33,111
McGinley Square,summer,2018,33,124
Grand St,summer,2018,33,127
Oakland Ave,summer,2018,33,143
Monmouth and 6th,summer,2018,33,148
Dixon Mills,summer,2018,33,160
Liberty Light Rail,summer,2018,33,166
Manila & 1st,summer,2018,33,168
Essex Light Rail,summer,2018,33,178
Journal Square,summer,2018,33,180
Van Vorst Park,summer,2018,33,203
Brunswick St,summer,2018,33,211
Jersey & 3rd,summer,2018,33,213
Washington St,summer,2018,33,217
Jersey & 6th St,summer,2018,33,220
Brunswick & 6th,summer,2018,33,222
Paulus Hook,summer,2018,33,224
Columbus Drive,summer,2018,33,229
Newark Ave,summer,2018,33,232
City Hall,summer,2018,33,236
Morris Canal,summer,2018,33,242
Warren St,summer,2018,33,267
Marin Light Rail,summer,2018,33,299
Harborside,summer,2018,33,330
Newport Pkwy,summer,2018,33,336
Newport PATH,summer,2018,33,411
Sip Ave,summer,2018,33,430
Exchange Place,summer,2018,33,528
Hamilton Park,summer,2018,33,556
Grove St PATH,summer,2018,33,1062
JCBS Depot,summer,2018,34,1
Jackson Square,summer,2018,34,5
Dey St,summer,2018,34,22
Union St,summer,2018,34,26
Glenwood Ave,summer,2018,34,35
Communipaw & Berry Lane,summer,2018,34,46
Lincoln Park,summer,2018,34,50
5 Corners Library,summer,2018,34,56
Riverview Park,summer,2018,34,71
Bergen Ave,summer,2018,34,72
Lafayette Park,summer,2018,34,73
Christ Hospital,summer,2018,34,75
Leonard Gordon Park,summer,2018,34,75
Astor Place,summer,2018,34,77
Fairmount Ave,summer,2018,34,84
York St,summer,2018,34,87
Hilltop,summer,2018,34,95
Heights Elevator,summer,2018,34,98
Montgomery St,summer,2018,34,100
Pershing Field,summer,2018,34,120
Monmouth and 6th,summer,2018,34,124
McGinley Square,summer,2018,34,127
Baldwin at Montgomery,summer,2018,34,131
Dixon Mills,summer,2018,34,131
JC Medical Center,summer,2018,34,140
Oakland Ave,summer,2018,34,142
Grand St,summer,2018,34,156
Manila & 1st,summer,2018,34,181
Journal Square,summer,2018,34,188
Essex Light Rail,summer,2018,34,190
Columbus Drive,summer,2018,34,200
Brunswick St,summer,2018,34,202
Jersey & 6th St,summer,2018,34,204
Jersey & 3rd,summer,2018,34,238
Van Vorst Park,summer,2018,34,239
Washington St,summer,2018,34,242
Brunswick & 6th,summer,2018,34,243
Liberty Light Rail,summer,2018,34,251
Newark Ave,summer,2018,34,259
Paulus Hook,summer,2018,34,271
City Hall,summer,2018,34,273
Morris Canal,summer,2018,34,292
Warren St,summer,2018,34,300
Newport Pkwy,summer,2018,34,326
Marin Light Rail,summer,2018,34,352
Harborside,summer,2018,34,412
Sip Ave,summer,2018,34,465
Newport PATH,summer,2018,34,471
Hamilton Park,summer,2018,34,626
Exchange Place,summer,2018,34,633
Grove St PATH,summer,2018,34,1109
Jackson Square,summer,2018,35,10
Union St,summer,2018,35,20
Dey St,summer,2018,35,32
Glenwood Ave,summer,2018,35,37
Communipaw & Berry Lane,summer,2018,35,42
Riverview Park,summer,2018,35,48
5 Corners Library,summer,2018,35,54
Christ Hospital,summer,2018,35,67
Lincoln Park,summer,2018,35,70
Bergen Ave,summer,2018,35,75
Heights Elevator,summer,2018,35,76
Lafayette Park,summer,2018,35,79
Astor Place,summer,2018,35,81
Leonard Gordon Park,summer,2018,35,82
York St,summer,2018,35,85
Montgomery St,summer,2018,35,89
Fairmount Ave,summer,2018,35,97
Hilltop,summer,2018,35,101
JC Medical Center,summer,2018,35,110
Baldwin at Montgomery,summer,2018,35,118
Pershing Field,summer,2018,35,118
McGinley Square,summer,2018,35,121
Monmouth and 6th,summer,2018,35,121
Brunswick St,summer,2018,35,133
Oakland Ave,summer,2018,35,139
Dixon Mills,summer,2018,35,149
Essex Light Rail,summer,2018,35,161
Grand St,summer,2018,35,162
Liberty Light Rail,summer,2018,35,171
Manila & 1st,summer,2018,35,175
Journal Square,summer,2018,35,186
Brunswick & 6th,summer,2018,35,187
Jersey & 3rd,summer,2018,35,190
City Hall,summer,2018,35,191
Jersey & 6th St,summer,2018,35,192
Columbus Drive,summer,2018,35,210
Newark Ave,summer,2018,35,227
Van Vorst Park,summer,2018,35,234
Washington St,summer,2018,35,240
Newport Pkwy,summer,2018,35,242
Paulus Hook,summer,2018,35,243
Warren St,summer,2018,35,263
Morris Canal,summer,2018,35,288
Marin Light Rail,summer,2018,35,352
Harborside,summer,2018,35,371
Newport PATH,summer,2018,35,473
Sip Ave,summer,2018,35,476
Hamilton Park,summer,2018,35,554
Exchange Place,summer,2018,35,571
Grove St PATH,summer,2018,35,1000
JCBS Depot,summer,2018,36,1
Jackson Square,summer,2018,36,17
Communipaw & Berry Lane,summer,2018,36,25
Union St,summer,2018,36,31
Dey St,summer,2018,36,38
Glenwood Ave,summer,2018,36,39
Columbus Drive,summer,2018,36,51
Riverview Park,summer,2018,36,58
Leonard Gordon Park,summer,2018,36,60
Bergen Ave,summer,2018,36,64
5 Corners Library,summer,2018,36,66
Astor Place,summer,2018,36,70
Lafayette Park,summer,2018,36,70
Heights Elevator,summer,2018,36,71
Lincoln Park,summer,2018,36,72
Fairmount Ave,summer,2018,36,73
Christ Hospital,summer,2018,36,79
Montgomery St,summer,2018,36,84
Hilltop,summer,2018,36,99
York St,summer,2018,36,99
Pershing Field,summer,2018,36,107
Baldwin at Montgomery,summer,2018,36,109
JC Medical Center,summer,2018,36,112
Monmouth and 6th,summer,2018,36,116
Dixon Mills,summer,2018,36,132
McGinley Square,summer,2018,36,137
Oakland Ave,summer,2018,36,141
Grand St,summer,2018,36,144
Essex Light Rail,summer,2018,36,154
Journal Square,summer,2018,36,160
Liberty Light Rail,summer,2018,36,162
City Hall,summer,2018,36,163
Manila & 1st,summer,2018,36,173
Jersey & 6th St,summer,2018,36,178
Jersey & 3rd,summer,2018,36,197
Paulus Hook,summer,2018,36,197
Brunswick St,summer,2018,36,199
Brunswick & 6th,summer,2018,36,201
Van Vorst Park,summer,2018,36,214
Newport Pkwy,summer,2018,36,215
Washington St,summer,2018,36,233
Morris Canal,summer,2018,36,251
Newark Ave,summer,2018,36,262
Warren St,summer,2018,36,270
Marin Light Rail,summer,2018,36,276
Harborside,summer,2018,36,324
Newport PATH,summer,2018,36,343
Sip Ave,summer,2018,36,364
Exchange Place,summer,2018,36,428
Hamilton Park,summer,2018,36,545
Grove St PATH,summer,2018,36,941
JCBS Depot,summer,2018,37,1
Jackson Square,summer,2018,37,19
Dey St,summer,2018,37,27
Communipaw & Berry Lane,summer,2018,37,33
Union St,summer,2018,37,34
Glenwood Ave,summer,2018,37,41
Lafayette Park,summer,2018,37,52
Leonard Gordon Park,summer,2018,37,59
5 Corners Library,summer,2018,37,62
Riverview Park,summer,2018,37,64
Heights Elevator,summer,2018,37,70
Lincoln Park,summer,2018,37,72
Christ Hospital,summer,2018,37,73
Hilltop,summer,2018,37,73
Astor Place,summer,2018,37,76
York St,summer,2018,37,78
Bergen Ave,summer,2018,37,85
Fairmount Ave,summer,2018,37,94
Baldwin at Montgomery,summer,2018,37,100
Montgomery St,summer,2018,37,106
Monmouth and 6th,summer,2018,37,115
JC Medical Center,summer,2018,37,116
McGinley Square,summer,2018,37,125
Pershing Field,summer,2018,37,126
Dixon Mills,summer,2018,37,142
Grand St,summer,2018,37,146
Oakland Ave,summer,2018,37,151
Manila & 1st,summer,2018,37,159
Journal Square,summer,2018,37,172
Essex Light Rail,summer,2018,37,174
Paulus Hook,summer,2018,37,191
Liberty Light Rail,summer,2018,37,192
Brunswick St,summer,2018,37,197
Washington St,summer,2018,37,204
Jersey & 6th St,summer,2018,37,205
Columbus Drive,summer,2018,37,207
Brunswick & 6th,summer,2018,37,214
Jersey & 3rd,summer,2018,37,214
Newark Ave,summer,2018,37,225
City Hall,summer,2018,37,226
Van Vorst Park,summer,2018,37,229
Morris Canal,summer,2018,37,252
Warren St,summer,2018,37,253
Newport Pkwy,summer,2018,37,290
Harborside,summer,2018,37,301
Marin Light Rail,summer,2018,37,326
Newport PATH,summer,2018,37,344
Sip Ave,summer,2018,37,451
Hamilton Park,summer,2018,37,527
Exchange Place,summer,2018,37,531
Grove St PATH,summer,2018,37,1017
Glenwood Ave,autumn,2018,38,1
Union St,autumn,2018,38,2
Astor Place,autumn,2018,38,3
Dey St,autumn,2018,38,3
Jackson Square,autumn,2018,38,3
Leonard Gordon Park,autumn,2018,38,3
Riverview Park,autumn,2018,38,3
5 Corners Library,autumn,2018,38,5
Communipaw & Berry Lane,autumn,2018,38,5
Hilltop,autumn,2018,38,5
Bergen Ave,autumn,2018,38,8
Lafayette Park,autumn,2018,38,9
Oakland Ave,autumn,2018,38,9
Christ Hospital,autumn,2018,38,10
City Hall,autumn,2018,38,13
Fairmount Ave,autumn,2018,38,13
Heights Elevator,autumn,2018,38,13
Journal Square,autumn,2018,38,13
York St,autumn,2018,38,13
Essex Light Rail,autumn,2018,38,14
Monmouth and 6th,autumn,2018,38,14
Baldwin at Montgomery,autumn,2018,38,15
Dixon Mills,autumn,2018,38,15
Jackson Square,summer,2018,38,15
McGinley Square,autumn,2018,38,15
Brunswick St,autumn,2018,38,16
Lincoln Park,autumn,2018,38,16
Montgomery St,autumn,2018,38,16
Pershing Field,autumn,2018,38,16
Brunswick & 6th,autumn,2018,38,17
Liberty Light Rail,autumn,2018,38,17
JC Medical Center,autumn,2018,38,18
Jersey & 6th St,autumn,2018,38,18
Paulus Hook,autumn,2018,38,20
Newark Ave,autumn,2018,38,23
Manila & 1st,autumn,2018,38,24
Van Vorst Park,autumn,2018,38,24
Communipaw & Berry Lane,summer,2018,38,28
Washington St,autumn,2018,38,28
Grand St,autumn,2018,38,29
Columbus Drive,autumn,2018,38,30
Glenwood Ave,summer,2018,38,30
Sip Ave,autumn,2018,38,30
Union St,summer,2018,38,30
Morris Canal,autumn,2018,38,31
Jersey & 3rd,autumn,2018,38,34
Harborside,autumn,2018,38,38
Warren St,autumn,2018,38,38
Dey St,summer,2018,38,39
Newport PATH,autumn,2018,38,39
Marin Light Rail,autumn,2018,38,41
Newport Pkwy,autumn,2018,38,45
Hamilton Park,autumn,2018,38,46
5 Corners Library,summer,2018,38,53
Lincoln Park,summer,2018,38,60
Leonard Gordon Park,summer,2018,38,62
Exchange Place,autumn,2018,38,63
Lafayette Park,summer,2018,38,66
Astor Place,summer,2018,38,70
Christ Hospital,summer,2018,38,72
Fairmount Ave,summer,2018,38,74
Riverview Park,summer,2018,38,76
Heights Elevator,summer,2018,38,79
Hilltop,summer,2018,38,79
Bergen Ave,summer,2018,38,83
Grove St PATH,autumn,2018,38,88
Montgomery St,summer,2018,38,92
Baldwin at Montgomery,summer,2018,38,95
York St,summer,2018,38,96
JC Medical Center,summer,2018,38,119
Pershing Field,summer,2018,38,132
McGinley Square,summer,2018,38,133
Monmouth and 6th,summer,2018,38,133
Oakland Ave,summer,2018,38,144
Dixon Mills,summer,2018,38,149
Grand St,summer,2018,38,149
Manila & 1st,summer,2018,38,152
Jersey & 3rd,summer,2018,38,157
Journal Square,summer,2018,38,159
Columbus Drive,summer,2018,38,163
Brunswick & 6th,summer,2018,38,171
Jersey & 6th St,summer,2018,38,184
Essex Light Rail,summer,2018,38,196
Liberty Light Rail,summer,2018,38,198
Warren St,summer,2018,38,200
Paulus Hook,summer,2018,38,209
City Hall,summer,2018,38,214
Brunswick St,summer,2018,38,216
Van Vorst Park,summer,2018,38,216
Washington St,summer,2018,38,230
Morris Canal,summer,2018,38,238
Newport Pkwy,summer,2018,38,253
Newark Ave,summer,2018,38,258
Marin Light Rail,summer,2018,38,299
Newport PATH,summer,2018,38,361
Harborside,summer,2018,38,368
Sip Ave,summer,2018,38,427
Exchange Place,summer,2018,38,471
Hamilton Park,summer,2018,38,534
Grove St PATH,summer,2018,38,1082
Dey St,autumn,2018,39,23
Jackson Square,autumn,2018,39,25
Union St,autumn,2018,39,26
Communipaw & Berry Lane,autumn,2018,39,29
Glenwood Ave,autumn,2018,39,30
Lafayette Park,autumn,2018,39,41
Heights Elevator,autumn,2018,39,54
Leonard Gordon Park,autumn,2018,39,58
Christ Hospital,autumn,2018,39,61
Riverview Park,autumn,2018,39,66
Bergen Ave,autumn,2018,39,68
Lincoln Park,autumn,2018,39,69
5 Corners Library,autumn,2018,39,72
Astor Place,autumn,2018,39,74
Fairmount Ave,autumn,2018,39,81
Montgomery St,autumn,2018,39,81
Baldwin at Montgomery,autumn,2018,39,82
Hilltop,autumn,2018,39,84
York St,autumn,2018,39,97
Pershing Field,autumn,2018,39,101
Oakland Ave,autumn,2018,39,113
JC Medical Center,autumn,2018,39,123
Dixon Mills,autumn,2018,39,124
McGinley Square,autumn,2018,39,154
Monmouth and 6th,autumn,2018,39,157
Journal Square,autumn,2018,39,162
Brunswick St,autumn,2018,39,169
Jersey & 3rd,autumn,2018,39,169
Essex Light Rail,autumn,2018,39,171
Brunswick & 6th,autumn,2018,39,174
Manila & 1st,autumn,2018,39,181
Grand St,autumn,2018,39,182
Liberty Light Rail,autumn,2018,39,194
Columbus Drive,autumn,2018,39,202
Jersey & 6th St,autumn,2018,39,205
Morris Canal,autumn,2018,39,205
Van Vorst Park,autumn,2018,39,206
Washington St,autumn,2018,39,220
Newark Ave,autumn,2018,39,231
Warren St,autumn,2018,39,238
City Hall,autumn,2018,39,244
Paulus Hook,autumn,2018,39,245
Newport Pkwy,autumn,2018,39,269
Marin Light Rail,autumn,2018,39,288
Harborside,autumn,2018,39,339
Newport PATH,autumn,2018,39,365
Sip Ave,autumn,2018,39,471
Hamilton Park,autumn,2018,39,489
Exchange Place,autumn,2018,39,530
Grove St PATH,autumn,2018,39,1093
Jackson Square,autumn,2018,40,24
Union St,autumn,2018,40,30
Dey St,autumn,2018,40,38
Glenwood Ave,autumn,2018,40,43
Communipaw & Berry Lane,autumn,2018,40,55
5 Corners Library,autumn,2018,40,56
Fairmount Ave,autumn,2018,40,60
Lafayette Park,autumn,2018,40,60
Christ Hospital,autumn,2018,40,64
Riverview Park,autumn,2018,40,70
Lincoln Park,autumn,2018,40,77
Bergen Ave,autumn,2018,40,80
Hilltop,autumn,2018,40,80
Leonard Gordon Park,autumn,2018,40,80
Astor Place,autumn,2018,40,81
Heights Elevator,autumn,2018,40,82
Baldwin at Montgomery,autumn,2018,40,90
York St,autumn,2018,40,94
Montgomery St,autumn,2018,40,104
Oakland Ave,autumn,2018,40,131
JC Medical Center,autumn,2018,40,139
McGinley Square,autumn,2018,40,155
Pershing Field,autumn,2018,40,162
Dixon Mills,autumn,2018,40,163
Monmouth and 6th,autumn,2018,40,172
Essex Light Rail,autumn,2018,40,178
Grand St,autumn,2018,40,178
Journal Square,autumn,2018,40,190
Manila & 1st,autumn,2018,40,209
Brunswick & 6th,autumn,2018,40,212
Jersey & 3rd,autumn,2018,40,215
Columbus Drive,autumn,2018,40,217
Paulus Hook,autumn,2018,40,226
Jersey & 6th St,autumn,2018,40,228
Newark Ave,autumn,2018,40,230
Liberty Light Rail,autumn,2018,40,231
Brunswick St,autumn,2018,40,243
City Hall,autumn,2018,40,245
Washington St,autumn,2018,40,262
Morris Canal,autumn,2018,40,267
Warren St,autumn,2018,40,270
Van Vorst Park,autumn,2018,40,271
Newport Pkwy,autumn,2018,40,286
Marin Light Rail,autumn,2018,40,316
Sip Ave,autumn,2018,40,374
Newport PATH,autumn,2018,40,391
Harborside,autumn,2018,40,411
Exchange Place,autumn,2018,40,573
Hamilton Park,autumn,2018,40,599
Grove St PATH,autumn,2018,40,1146
Jackson Square,autumn,2018,41,15
Union St,autumn,2018,41,33
Communipaw & Berry Lane,autumn,2018,41,35
Dey St,autumn,2018,41,35
Glenwood Ave,autumn,2018,41,41
Heights Elevator,autumn,2018,41,52
Riverview Park,autumn,2018,41,52
Leonard Gordon Park,autumn,2018,41,54
Lafayette Park,autumn,2018,41,62
Christ Hospital,autumn,2018,41,64
5 Corners Library,autumn,2018,41,68
Fairmount Ave,autumn,2018,41,74
Lincoln Park,autumn,2018,41,74
Astor Place,autumn,2018,41,80
York St,autumn,2018,41,81
Baldwin at Montgomery,autumn,2018,41,85
Bergen Ave,autumn,2018,41,89
Hilltop,autumn,2018,41,90
Montgomery St,autumn,2018,41,93
JC Medical Center,autumn,2018,41,108
Dixon Mills,autumn,2018,41,122
Oakland Ave,autumn,2018,41,133
Pershing Field,autumn,2018,41,138
Monmouth and 6th,autumn,2018,41,140
Grand St,autumn,2018,41,154
Essex Light Rail,autumn,2018,41,162
McGinley Square,autumn,2018,41,167
Jersey & 3rd,autumn,2018,41,181
Journal Square,autumn,2018,41,183
Columbus Drive,autumn,2018,41,193
Manila & 1st,autumn,2018,41,195
Brunswick & 6th,autumn,2018,41,198
Liberty Light Rail,autumn,2018,41,203
Paulus Hook,autumn,2018,41,203
Brunswick St,autumn,2018,41,210
Newark Ave,autumn,2018,41,212
Newport PATH,autumn,2018,41,214
Warren St,autumn,2018,41,225
Jersey & 6th St,autumn,2018,41,229
City Hall,autumn,2018,41,232
Van Vorst Park,autumn,2018,41,238
Newport Pkwy,autumn,2018,41,254
Washington St,autumn,2018,41,265
Morris Canal,autumn,2018,41,267
Marin Light Rail,autumn,2018,41,296
Harborside,autumn,2018,41,331
Sip Ave,autumn,2018,41,431
Exchange Place,autumn,2018,41,490
Hamilton Park,autumn,2018,41,532
Grove St PATH,autumn,2018,41,1063
Jackson Square,autumn,2018,42,22
Communipaw & Berry Lane,autumn,2018,42,25
Union St,autumn,2018,42,29
Dey St,autumn,2018,42,32
Glenwood Ave,autumn,2018,42,34
Heights Elevator,autumn,2018,42,43
Riverview Park,autumn,2018,42,43
Lafayette Park,autumn,2018,42,46
Christ Hospital,autumn,2018,42,50
5 Corners Library,autumn,2018,42,55
Hilltop,autumn,2018,42,59
Leonard Gordon Park,autumn,2018,42,65
Bergen Ave,autumn,2018,42,66
Fairmount Ave,autumn,2018,42,74
Lincoln Park,autumn,2018,42,75
Astor Place,autumn,2018,42,85
Montgomery St,autumn,2018,42,90
Baldwin at Montgomery,autumn,2018,42,95
York St,autumn,2018,42,97
Pershing Field,autumn,2018,42,100
JC Medical Center,autumn,2018,42,111
Grand St,autumn,2018,42,128
Dixon Mills,autumn,2018,42,134
Essex Light Rail,autumn,2018,42,138
Oakland Ave,autumn,2018,42,139
McGinley Square,autumn,2018,42,144
Liberty Light Rail,autumn,2018,42,149
Journal Square,autumn,2018,42,157
Paulus Hook,autumn,2018,42,159
Columbus Drive,autumn,2018,42,165
Monmouth and 6th,autumn,2018,42,174
City Hall,autumn,2018,42,177
Manila & 1st,autumn,2018,42,184
Jersey & 3rd,autumn,2018,42,185
Washington St,autumn,2018,42,195
Brunswick St,autumn,2018,42,203
Warren St,autumn,2018,42,206
Newport Pkwy,autumn,2018,42,210
Jersey & 6th St,autumn,2018,42,213
Brunswick & 6th,autumn,2018,42,214
Newark Ave,autumn,2018,42,217
Van Vorst Park,autumn,2018,42,221
Morris Canal,autumn,2018,42,227
Marin Light Rail,autumn,2018,42,248
Newport PATH,autumn,2018,42,296
Harborside,autumn,2018,42,305
Sip Ave,autumn,2018,42,397
Exchange Place,autumn,2018,42,487
Hamilton Park,autumn,2018,42,498
Grove St PATH,autumn,2018,42,1101
JCBS Depot,autumn,2018,43,2
Jackson Square,autumn,2018,43,16
Communipaw & Berry Lane,autumn,2018,43,17
Glenwood Ave,autumn,2018,43,22
Union St,autumn,2018,43,25
Dey St,autumn,2018,43,27
Lafayette Park,autumn,2018,43,39
Heights Elevator,autumn,2018,43,43
Riverview Park,autumn,2018,43,44
5 Corners Library,autumn,2018,43,47
Baldwin at Montgomery,autumn,2018,43,49
Hilltop,autumn,2018,43,56
Christ Hospital,autumn,2018,43,57
Bergen Ave,autumn,2018,43,59
Astor Place,autumn,2018,43,66
Leonard Gordon Park,autumn,2018,43,67
Fairmount Ave,autumn,2018,43,68
Lincoln Park,autumn,2018,43,74
York St,autumn,2018,43,75
Montgomery St,autumn,2018,43,77
Grand St,autumn,2018,43,96
JC Medical Center,autumn,2018,43,97
Dixon Mills,autumn,2018,43,101
Pershing Field,autumn,2018,43,105
Oakland Ave,autumn,2018,43,113
Columbus Drive,autumn,2018,43,127
Monmouth and 6th,autumn,2018,43,139
Liberty Light Rail,autumn,2018,43,143
Washington St,autumn,2018,43,145
Essex Light Rail,autumn,2018,43,149
McGinley Square,autumn,2018,43,151
Paulus Hook,autumn,2018,43,152
Warren St,autumn,2018,43,155
Brunswick St,autumn,2018,43,160
Jersey & 3rd,autumn,2018,43,161
Journal Square,autumn,2018,43,161
Manila & 1st,autumn,2018,43,161
Jersey & 6th St,autumn,2018,43,162
Newport Pkwy,autumn,2018,43,162
Van Vorst Park,autumn,2018,43,171
Brunswick & 6th,autumn,2018,43,172
Newark Ave,autumn,2018,43,189
Morris Canal,autumn,2018,43,190
City Hall,autumn,2018,43,196
Marin Light Rail,autumn,2018,43,206
Harborside,autumn,2018,43,268
Newport PATH,autumn,2018,43,285
Hamilton Park,autumn,2018,43,421
Sip Ave,autumn,2018,43,422
Exchange Place,autumn,2018,43,441
Grove St PATH,autumn,2018,43,964
Union St,autumn,2018,44,20
Communipaw & Berry Lane,autumn,2018,44,25
Jackson Square,autumn,2018,44,25
Dey St,autumn,2018,44,26
Glenwood Ave,autumn,2018,44,30
Christ Hospital,autumn,2018,44,40
Riverview Park,autumn,2018,44,45
Baldwin at Montgomery,autumn,2018,44,47
5 Corners Library,autumn,2018,44,48
Lafayette Park,autumn,2018,44,48
Fairmount Ave,autumn,2018,44,52
Heights Elevator,autumn,2018,44,58
Leonard Gordon Park,autumn,2018,44,61
Lincoln Park,autumn,2018,44,63
Hilltop,autumn,2018,44,66
York St,autumn,2018,44,73
Bergen Ave,autumn,2018,44,75
Astor Place,autumn,2018,44,83
Montgomery St,autumn,2018,44,94
JC Medical Center,autumn,2018,44,98
Oakland Ave,autumn,2018,44,113
Grand St,autumn,2018,44,120
Pershing Field,autumn,2018,44,120
Dixon Mills,autumn,2018,44,124
Columbus Drive,autumn,2018,44,129
Monmouth and 6th,autumn,2018,44,136
McGinley Square,autumn,2018,44,139
Liberty Light Rail,autumn,2018,44,141
Essex Light Rail,autumn,2018,44,143
Journal Square,autumn,2018,44,153
Jersey & 6th St,autumn,2018,44,159
Washington St,autumn,2018,44,161
Manila & 1st,autumn,2018,44,164
Brunswick St,autumn,2018,44,167
Brunswick & 6th,autumn,2018,44,173
Paulus Hook,autumn,2018,44,176
Jersey & 3rd,autumn,2018,44,180
Warren St,autumn,2018,44,182
Van Vorst Park,autumn,2018,44,189
Morris Canal,autumn,2018,44,193
Marin Light Rail,autumn,2018,44,194
City Hall,autumn,2018,44,195
Newport Pkwy,autumn,2018,44,196
Newark Ave,autumn,2018,44,203
Harborside,autumn,2018,44,285
Newport PATH,autumn,2018,44,332
Sip Ave,autumn,2018,44,388
Exchange Place,autumn,2018,44,457
Hamilton Park,autumn,2018,44,494
Grove St PATH,autumn,2018,44,983
JCBS Depot,autumn,2018,45,1
Jackson Square,autumn,2018,45,11
Dey St,autumn,2018,45,18
Glenwood Ave,autumn,2018,45,20
Lafayette Park,autumn,2018,45,21
Union St,autumn,2018,45,24
Communipaw & Berry Lane,autumn,2018,45,29
5 Corners Library,autumn,2018,45,34
Christ Hospital,autumn,2018,45,35
Riverview Park,autumn,2018,45,36
Heights Elevator,autumn,2018,45,40
Leonard Gordon Park,autumn,2018,45,43
Bergen Ave,autumn,2018,45,51
Fairmount Ave,autumn,2018,45,51
York St,autumn,2018,45,52
Hilltop,autumn,2018,45,53
Lincoln Park,autumn,2018,45,57
Baldwin at Montgomery,autumn,2018,45,64
Astor Place,autumn,2018,45,65
Grand St,autumn,2018,45,73
Montgomery St,autumn,2018,45,77
JC Medical Center,autumn,2018,45,78
Pershing Field,autumn,2018,45,82
Oakland Ave,autumn,2018,45,84
Essex Light Rail,autumn,2018,45,92
McGinley Square,autumn,2018,45,101
Manila & 1st,autumn,2018,45,107
Liberty Light Rail,autumn,2018,45,120
Monmouth and 6th,autumn,2018,45,120
Washington St,autumn,2018,45,125
Columbus Drive,autumn,2018,45,126
Dixon Mills,autumn,2018,45,127
Journal Square,autumn,2018,45,127
Newport Pkwy,autumn,2018,45,127
Paulus Hook,autumn,2018,45,128
Brunswick St,autumn,2018,45,138
Morris Canal,autumn,2018,45,141
Jersey & 3rd,autumn,2018,45,144
Warren St,autumn,2018,45,145
City Hall,autumn,2018,45,154
Newark Ave,autumn,2018,45,157
Van Vorst Park,autumn,2018,45,162
Jersey & 6th St,autumn,2018,45,167
Brunswick & 6th,autumn,2018,45,176
Marin Light Rail,autumn,2018,45,191
Harborside,autumn,2018,45,211
Newport PATH,autumn,2018,45,254
Exchange Place,autumn,2018,45,290
Sip Ave,autumn,2018,45,339
Hamilton Park,autumn,2018,45,395
Grove St PATH,autumn,2018,45,877
JCBS Depot,autumn,2018,46,2
Jackson Square,autumn,2018,46,13
Dey St,autumn,2018,46,14
Communipaw & Berry Lane,autumn,2018,46,17
Union St,autumn,2018,46,17
Glenwood Ave,autumn,2018,46,19
Riverview Park,autumn,2018,46,19
Christ Hospital,autumn,2018,46,22
Lafayette Park,autumn,2018,46,29
Hilltop,autumn,2018,46,30
5 Corners Library,autumn,2018,46,31
Lincoln Park,autumn,2018,46,33
Heights Elevator,autumn,2018,46,35
Bergen Ave,autumn,2018,46,39
York St,autumn,2018,46,39
Leonard Gordon Park,autumn,2018,46,43
Astor Place,autumn,2018,46,52
Baldwin at Montgomery,autumn,2018,46,55
Montgomery St,autumn,2018,46,56
Fairmount Ave,autumn,2018,46,57
JC Medical Center,autumn,2018,46,67
Grand St,autumn,2018,46,73
Essex Light Rail,autumn,2018,46,76
Oakland Ave,autumn,2018,46,76
Pershing Field,autumn,2018,46,78
McGinley Square,autumn,2018,46,85
Liberty Light Rail,autumn,2018,46,86
Columbus Drive,autumn,2018,46,93
Washington St,autumn,2018,46,94
Paulus Hook,autumn,2018,46,95
Dixon Mills,autumn,2018,46,97
Manila & 1st,autumn,2018,46,98
Monmouth and 6th,autumn,2018,46,102
Warren St,autumn,2018,46,109
Jersey & 6th St,autumn,2018,46,111
Brunswick & 6th,autumn,2018,46,116
Journal Square,autumn,2018,46,116
Newport Pkwy,autumn,2018,46,117
City Hall,autumn,2018,46,118
Morris Canal,autumn,2018,46,119
Brunswick St,autumn,2018,46,127
Van Vorst Park,autumn,2018,46,128
Newark Ave,autumn,2018,46,133
Jersey & 3rd,autumn,2018,46,136
Marin Light Rail,autumn,2018,46,149
Harborside,autumn,2018,46,178
Newport PATH,autumn,2018,46,208
Exchange Place,autumn,2018,46,283
Sip Ave,autumn,2018,46,284
Hamilton Park,autumn,2018,46,306
Grove St PATH,autumn,2018,46,673
Jackson Square,autumn,2018,47,5
Dey St,autumn,2018,47,7
JCBS Depot,autumn,2018,47,10
Glenwood Ave,autumn,2018,47,16
Communipaw & Berry Lane,autumn,2018,47,17
Lafayette Park,autumn,2018,47,18
Union St,autumn,2018,47,19
Lincoln Park,autumn,2018,47,20
Christ Hospital,autumn,2018,47,21
Riverview Park,autumn,2018,47,21
5 Corners Library,autumn,2018,47,23
Heights Elevator,autumn,2018,47,27
Hilltop,autumn,2018,47,32
Leonard Gordon Park,autumn,2018,47,34
York St,autumn,2018,47,41
Fairmount Ave,autumn,2018,47,42
Montgomery St,autumn,2018,47,49
Astor Place,autumn,2018,47,50
Bergen Ave,autumn,2018,47,50
Baldwin at Montgomery,autumn,2018,47,54
