station,season,year,week,count
Danforth Light Rail,spring,2017,13,7
Dey St,spring,2017,13,8
Riverview Park,spring,2017,13,10
NJCU,spring,2017,13,12
Hilltop,spring,2017,13,13
North St,spring,2017,13,13
Leonard Gordon Park,spring,2017,13,14
Christ Hospital,spring,2017,13,15
Garfield Ave Station,spring,2017,13,15
Heights Elevator,spring,2017,13,15
Central Ave,spring,2017,13,18
Lafayette Park,spring,2017,13,20
5 Corners Library,spring,2017,13,22
Astor Place,spring,2017,13,25
Lincoln Park,spring,2017,13,25
Baldwin at Montgomery,spring,2017,13,35
Pershing Field,spring,2017,13,37
Manila & 1st,spring,2017,13,46
McGinley Square,spring,2017,13,54
Brunswick & 6th,spring,2017,13,61
JC Medical Center,spring,2017,13,61
Monmouth and 6th,spring,2017,13,63
Oakland Ave,spring,2017,13,66
Columbus Drive,spring,2017,13,69
Marin Light Rail,spring,2017,13,69
Essex Light Rail,spring,2017,13,70
Liberty Light Rail,spring,2017,13,70
Jersey & 6th St,spring,2017,13,72
Newport Pkwy,spring,2017,13,79
Newark Ave,spring,2017,13,80
Brunswick St,spring,2017,13,81
City Hall,spring,2017,13,84
Dixon Mills,spring,2017,13,86
Paulus Hook,spring,2017,13,86
Jersey & 3rd,spring,2017,13,93
Van Vorst Park,spring,2017,13,103
Warren St,spring,2017,13,117
Morris Canal,spring,2017,13,139
Newport PATH,spring,2017,13,140
Hamilton Park,spring,2017,13,204
Sip Ave,spring,2017,13,205
Exchange Place,spring,2017,13,220
Grove St PATH,spring,2017,13,431
Danforth Light Rail,spring,2017,14,2
West Side Light Rail,spring,2017,14,2
Bayside Park,spring,2017,14,3
Columbia Park,spring,2017,14,3
Union St,spring,2017,14,4
Bethune Center,spring,2017,14,5
NJCU,spring,2017,14,6
MLK Light Rail,spring,2017,14,7
Communipaw & Berry Lane,spring,2017,14,10
Central Ave,spring,2017,14,15
Leonard Gordon Park,spring,2017,14,15
Garfield Ave Station,spring,2017,14,17
Riverview Park,spring,2017,14,17
Hilltop,spring,2017,14,19
Dey St,spring,2017,14,21
North St,spring,2017,14,21
Christ Hospital,spring,2017,14,23
Astor Place,spring,2017,14,24
Heights Elevator,spring,2017,14,24
Lafayette Park,spring,2017,14,29
5 Corners Library,spring,2017,14,30
Pershing Field,spring,2017,14,37
Lincoln Park,spring,2017,14,42
Baldwin at Montgomery,spring,2017,14,56
Oakland Ave,spring,2017,14,71
Dixon Mills,spring,2017,14,77
Manila & 1st,spring,2017,14,80
Jersey & 6th St,spring,2017,14,81
McGinley Square,spring,2017,14,82
JC Medical Center,spring,2017,14,83
Brunswick & 6th,spring,2017,14,86
Jersey & 3rd,spring,2017,14,94
Monmouth and 6th,spring,2017,14,95
Columbus Drive,spring,2017,14,102
Liberty Light Rail,spring,2017,14,104
Marin Light Rail,spring,2017,14,106
Brunswick St,spring,2017,14,113
Paulus Hook,spring,2017,14,116
Newport Pkwy,spring,2017,14,118
City Hall,spring,2017,14,121
Van Vorst Park,spring,2017,14,121
Essex Light Rail,spring,2017,14,127
Newark Ave,spring,2017,14,149
Warren St,spring,2017,14,151
Morris Canal,spring,2017,14,171
Newport PATH,spring,2017,14,184
Sip Ave,spring,2017,14,223
Hamilton Park,spring,2017,14,264
Exchange Place,spring,2017,14,290
Grove St PATH,spring,2017,14,458
Bayside Park,spring,2017,15,2
MLK Light Rail,spring,2017,15,3
West Side Light Rail,spring,2017,15,6
Columbia Park,spring,2017,15,8
Union St,spring,2017,15,11
Danforth Light Rail,spring,2017,15,12
NJCU,spring,2017,15,14
Communipaw & Berry Lane,spring,2017,15,23
Dey St,spring,2017,15,27
Leonard Gordon Park,spring,2017,15,27
Central Ave,spring,2017,15,29
North St,spring,2017,15,31
Astor Place,spring,2017,15,34
Pershing Field,spring,2017,15,35
Riverview Park,spring,2017,15,35
Christ Hospital,spring,2017,15,41
Heights Elevator,spring,2017,15,41
Hilltop,spring,2017,15,50
5 Corners Library,spring,2017,15,51
Lafayette Park,spring,2017,15,52
Lincoln Park,spring,2017,15,56
Garfield Ave Station,spring,2017,15,58
Dixon Mills,spring,2017,15,70
Baldwin at Montgomery,spring,2017,15,72
Brunswick & 6th,spring,2017,15,81
Oakland Ave,spring,2017,15,86
McGinley Square,spring,2017,15,97
Manila & 1st,spring,2017,15,100
Monmouth and 6th,spring,2017,15,104
Jersey & 3rd,spring,2017,15,114
Jersey & 6th St,spring,2017,15,120
JC Medical Center,spring,2017,15,127
Columbus Drive,spring,2017,15,134
Brunswick St,spring,2017,15,143
Essex Light Rail,spring,2017,15,146
Warren St,spring,2017,15,168
Paulus Hook,spring,2017,15,169
Marin Light Rail,spring,2017,15,171
Newark Ave,spring,2017,15,174
Van Vorst Park,spring,2017,15,174
Liberty Light Rail,spring,2017,15,199
City Hall,spring,2017,15,210
Newport Pkwy,spring,2017,15,235
Morris Canal,spring,2017,15,240
Newport PATH,spring,2017,15,266
Sip Ave,spring,2017,15,296
Hamilton Park,spring,2017,15,337
Exchange Place,spring,2017,15,384
Grove St PATH,spring,2017,15,603
Bethune Center,spring,2017,16,2
Danforth Light Rail,spring,2017,16,2
Bayside Park,spring,2017,16,4
Columbia Park,spring,2017,16,4
MLK Light Rail,spring,2017,16,4
West Side Light Rail,spring,2017,16,7
Communipaw & Berry Lane,spring,2017,16,11
NJCU,spring,2017,16,11
Union St,spring,2017,16,12
Dey St,spring,2017,16,21
Riverview Park,spring,2017,16,23
Leonard Gordon Park,spring,2017,16,25
Astor Place,spring,2017,16,26
Heights Elevator,spring,2017,16,27
Lafayette Park,spring,2017,16,28
Garfield Ave Station,spring,2017,16,30
Central Ave,spring,2017,16,40
North St,spring,2017,16,41
Christ Hospital,spring,2017,16,44
Hilltop,spring,2017,16,49
Lincoln Park,spring,2017,16,51
5 Corners Library,spring,2017,16,52
Pershing Field,spring,2017,16,58
Baldwin at Montgomery,spring,2017,16,71
Jersey & 3rd,spring,2017,16,85
Dixon Mills,spring,2017,16,86
Manila & 1st,spring,2017,16,87
Liberty Light Rail,spring,2017,16,92
Brunswick & 6th,spring,2017,16,100
McGinley Square,spring,2017,16,104
Jersey & 6th St,spring,2017,16,105
Oakland Ave,spring,2017,16,110
Columbus Drive,spring,2017,16,116
Brunswick St,spring,2017,16,124
Monmouth and 6th,spring,2017,16,127
Essex Light Rail,spring,2017,16,129
JC Medical Center,spring,2017,16,129
Paulus Hook,spring,2017,16,138
City Hall,spring,2017,16,149
Marin Light Rail,spring,2017,16,149
Newport Pkwy,spring,2017,16,156
Newark Ave,spring,2017,16,157
Van Vorst Park,spring,2017,16,157
Warren St,spring,2017,16,174
Morris Canal,spring,2017,16,206
Newport PATH,spring,2017,16,224
Hamilton Park,spring,2017,16,294
Sip Ave,spring,2017,16,341
Exchange Place,spring,2017,16,349
Grove St PATH,spring,2017,16,572
Danforth Light Rail,spring,2017,17,2
Bayside Park,spring,2017,17,4
Columbia Park,spring,2017,17,4
West Side Light Rail,spring,2017,17,7
Communipaw & Berry Lane,spring,2017,17,9
MLK Light Rail,spring,2017,17,9
Union St,spring,2017,17,13
NJCU,spring,2017,17,14
North St,spring,2017,17,22
Riverview Park,spring,2017,17,23
Astor Place,spring,2017,17,24
Garfield Ave Station,spring,2017,17,26
Leonard Gordon Park,spring,2017,17,26
Central Ave,spring,2017,17,32
Heights Elevator,spring,2017,17,33
Dey St,spring,2017,17,35
Hilltop,spring,2017,17,35
5 Corners Library,spring,2017,17,37
Christ Hospital,spring,2017,17,46
Lafayette Park,spring,2017,17,48
Lincoln Park,spring,2017,17,51
Pershing Field,spring,2017,17,56
Baldwin at Montgomery,spring,2017,17,61
Dixon Mills,spring,2017,17,79
Monmouth and 6th,spring,2017,17,91
Manila & 1st,spring,2017,17,93
Oakland Ave,spring,2017,17,95
Brunswick & 6th,spring,2017,17,97
McGinley Square,spring,2017,17,109
JC Medical Center,spring,2017,17,110
Jersey & 3rd,spring,2017,17,121
Columbus Drive,spring,2017,17,136
Marin Light Rail,spring,2017,17,143
Jersey & 6th St,spring,2017,17,145
Paulus Hook,spring,2017,17,147
Essex Light Rail,spring,2017,17,155
Warren St,spring,2017,17,156
Brunswick St,spring,2017,17,158
City Hall,spring,2017,17,158
Liberty Light Rail,spring,2017,17,171
Newark Ave,spring,2017,17,172
Van Vorst Park,spring,2017,17,172
Newport Pkwy,spring,2017,17,182
Morris Canal,spring,2017,17,215
Newport PATH,spring,2017,17,250
Hamilton Park,spring,2017,17,317
Sip Ave,spring,2017,17,319
Exchange Place,spring,2017,17,379
Grove St PATH,spring,2017,17,558
Bayside Park,spring,2017,18,2
Bethune Center,spring,2017,18,6
Columbia Park,spring,2017,18,6
Danforth Light Rail,spring,2017,18,8
West Side Light Rail,spring,2017,18,8
NJCU,spring,2017,18,10
MLK Light Rail,spring,2017,18,11
Communipaw & Berry Lane,spring,2017,18,13
Union St,spring,2017,18,15
Astor Place,spring,2017,18,24
Leonard Gordon Park,spring,2017,18,25
Garfield Ave Station,spring,2017,18,26
Riverview Park,spring,2017,18,27
Dey St,spring,2017,18,29
North St,spring,2017,18,30
Heights Elevator,spring,2017,18,31
Central Ave,spring,2017,18,32
Hilltop,spring,2017,18,41
Christ Hospital,spring,2017,18,44
Lafayette Park,spring,2017,18,44
Pershing Field,spring,2017,18,50
5 Corners Library,spring,2017,18,51
Lincoln Park,spring,2017,18,60
Baldwin at Montgomery,spring,2017,18,68
Oakland Ave,spring,2017,18,88
Manila & 1st,spring,2017,18,95
Dixon Mills,spring,2017,18,103
Brunswick & 6th,spring,2017,18,107
Monmouth and 6th,spring,2017,18,114
JC Medical Center,spring,2017,18,116
McGinley Square,spring,2017,18,123
Brunswick St,spring,2017,18,135
Columbus Drive,spring,2017,18,135
Liberty Light Rail,spring,2017,18,139
Paulus Hook,spring,2017,18,147
Jersey & 6th St,spring,2017,18,154
Jersey & 3rd,spring,2017,18,160
Essex Light Rail,spring,2017,18,168
Marin Light Rail,spring,2017,18,176
Van Vorst Park,spring,2017,18,177
Warren St,spring,2017,18,184
Newark Ave,spring,2017,18,187
Newport Pkwy,spring,2017,18,188
City Hall,spring,2017,18,201
Newport PATH,spring,2017,18,244
Morris Canal,spring,2017,18,268
Sip Ave,spring,2017,18,317
Hamilton Park,spring,2017,18,330
Exchange Place,spring,2017,18,348
Grove St PATH,spring,2017,18,648
Bethune Center,spring,2017,19,1
Bayside Park,spring,2017,19,3
Columbia Park,spring,2017,19,3
West Side Light Rail,spring,2017,19,5
Danforth Light Rail,spring,2017,19,6
MLK Light Rail,spring,2017,19,6
NJCU,spring,2017,19,11
Union St,spring,2017,19,12
Communipaw & Berry Lane,spring,2017,19,17
Riverview Park,spring,2017,19,20
Garfield Ave Station,spring,2017,19,22
North St,spring,2017,19,25
Dey St,spring,2017,19,28
Leonard Gordon Park,spring,2017,19,29
Heights Elevator,spring,2017,19,30
Astor Place,spring,2017,19,35
Central Ave,spring,2017,19,36
5 Corners Library,spring,2017,19,38
Pershing Field,spring,2017,19,45
Lafayette Park,spring,2017,19,46
Hilltop,spring,2017,19,48
Christ Hospital,spring,2017,19,50
Lincoln Park,spring,2017,19,54
Baldwin at Montgomery,spring,2017,19,72
Manila & 1st,spring,2017,19,95
Dixon Mills,spring,2017,19,98
JC Medical Center,spring,2017,19,100
Oakland Ave,spring,2017,19,106
Monmouth and 6th,spring,2017,19,108
McGinley Square,spring,2017,19,120
Brunswick & 6th,spring,2017,19,124
Jersey & 3rd,spring,2017,19,126
Paulus Hook,spring,2017,19,132
Jersey & 6th St,spring,2017,19,139
Liberty Light Rail,spring,2017,19,140
Columbus Drive,spring,2017,19,150
Brunswick St,spring,2017,19,151
Marin Light Rail,spring,2017,19,154
Newport Pkwy,spring,2017,19,166
Essex Light Rail,spring,2017,19,172
Van Vorst Park,spring,2017,19,172
City Hall,spring,2017,19,175
Warren St,spring,2017,19,176
Newark Ave,spring,2017,19,182
Newport PATH,spring,2017,19,214
Morris Canal,spring,2017,19,235
Hamilton Park,spring,2017,19,295
Sip Ave,spring,2017,19,317
Exchange Place,spring,2017,19,356
Grove St PATH,spring,2017,19,747
Bethune Center,spring,2017,20,1
MLK Light Rail,spring,2017,20,5
West Side Light Rail,spring,2017,20,5
Columbia Park,spring,2017,20,6
Danforth Light Rail,spring,2017,20,10
NJCU,spring,2017,20,10
Bayside Park,spring,2017,20,12
Union St,spring,2017,20,13
Garfield Ave Station,spring,2017,20,18
Communipaw & Berry Lane,spring,2017,20,23
Leonard Gordon Park,spring,2017,20,25
Riverview Park,spring,2017,20,28
Dey St,spring,2017,20,34
North St,spring,2017,20,36
Astor Place,spring,2017,20,37
Central Ave,spring,2017,20,37
Christ Hospital,spring,2017,20,38
5 Corners Library,spring,2017,20,52
Lafayette Park,spring,2017,20,53
Heights Elevator,spring,2017,20,55
Pershing Field,spring,2017,20,60
Lincoln Park,spring,2017,20,64
Hilltop,spring,2017,20,76
Oakland Ave,spring,2017,20,95
Baldwin at Montgomery,spring,2017,20,99
Manila & 1st,spring,2017,20,116
Monmouth and 6th,spring,2017,20,122
McGinley Square,spring,2017,20,124
JC Medical Center,spring,2017,20,136
Columbus Drive,spring,2017,20,137
Dixon Mills,spring,2017,20,145
Brunswick & 6th,spring,2017,20,159
Jersey & 6th St,spring,2017,20,163
Jersey & 3rd,spring,2017,20,173
Essex Light Rail,spring,2017,20,186
Brunswick St,spring,2017,20,187
City Hall,spring,2017,20,207
Paulus Hook,spring,2017,20,208
Van Vorst Park,spring,2017,20,211
Newark Ave,spring,2017,20,215
Warren St,spring,2017,20,224
Liberty Light Rail,spring,2017,20,228
Marin Light Rail,spring,2017,20,228
Newport Pkwy,spring,2017,20,248
Morris Canal,spring,2017,20,291
Newport PATH,spring,2017,20,308
Sip Ave,spring,2017,20,322
Hamilton Park,spring,2017,20,346
Exchange Place,spring,2017,20,436
Grove St PATH,spring,2017,20,844
Columbia Park,spring,2017,21,4
Danforth Light Rail,spring,2017,21,4
Bayside Park,spring,2017,21,6
West Side Light Rail,spring,2017,21,6
MLK Light Rail,spring,2017,21,7
Union St,spring,2017,21,7
NJCU,spring,2017,21,11
Communipaw & Berry Lane,spring,2017,21,14
Garfield Ave Station,spring,2017,21,17
Leonard Gordon Park,spring,2017,21,22
Riverview Park,spring,2017,21,22
North St,spring,2017,21,24
Dey St,spring,2017,21,27
Astor Place,spring,2017,21,30
Central Ave,spring,2017,21,33
Christ Hospital,spring,2017,21,35
Heights Elevator,spring,2017,21,42
Lafayette Park,spring,2017,21,46
Lincoln Park,spring,2017,21,50
Pershing Field,spring,2017,21,52
5 Corners Library,spring,2017,21,53
Baldwin at Montgomery,spring,2017,21,74
Hilltop,spring,2017,21,78
Dixon Mills,spring,2017,21,87
Manila & 1st,spring,2017,21,87
Oakland Ave,spring,2017,21,91
Monmouth and 6th,spring,2017,21,95
JC Medical Center,spring,2017,21,107
Jersey & 3rd,spring,2017,21,111
Brunswick & 6th,spring,2017,21,112
Brunswick St,spring,2017,21,120
McGinley Square,spring,2017,21,129
Jersey & 6th St,spring,2017,21,130
Essex Light Rail,spring,2017,21,155
City Hall,spring,2017,21,157
Columbus Drive,spring,2017,21,157
Liberty Light Rail,spring,2017,21,159
Van Vorst Park,spring,2017,21,165
Newark Ave,spring,2017,21,166
Newport Pkwy,spring,2017,21,171
Paulus Hook,spring,2017,21,175
Marin Light Rail,spring,2017,21,180
Warren St,spring,2017,21,197
Morris Canal,spring,2017,21,216
Hamilton Park,spring,2017,21,249
Newport PATH,spring,2017,21,256
Sip Ave,spring,2017,21,273
Exchange Place,spring,2017,21,355
Grove St PATH,spring,2017,21,650
Bayside Park,spring,2017,22,1
MLK Light Rail,spring,2017,22,3
Danforth Light Rail,spring,2017,22,5
NJCU,spring,2017,22,5
Union St,spring,2017,22,6
Columbia Park,spring,2017,22,7
West Side Light Rail,spring,2017,22,11
Communipaw & Berry Lane,spring,2017,22,17
Garfield Ave Station,spring,2017,22,27
Central Ave,spring,2017,22,29
Dey St,spring,2017,22,31
Astor Place,spring,2017,22,35
North St,spring,2017,22,35
Riverview Park,spring,2017,22,38
Heights Elevator,spring,2017,22,39
Leonard Gordon Park,spring,2017,22,40
Lincoln Park,spring,2017,22,44
Lafayette Park,spring,2017,22,57
Hilltop,spring,2017,22,59
Pershing Field,spring,2017,22,69
Christ Hospital,spring,2017,22,71
5 Corners Library,spring,2017,22,72
Oakland Ave,spring,2017,22,101
Manila & 1st,spring,2017,22,103
Baldwin at Montgomery,spring,2017,22,107
Monmouth and 6th,spring,2017,22,112
McGinley Square,spring,2017,22,122
Dixon Mills,spring,2017,22,132
Brunswick & 6th,spring,2017,22,138
Jersey & 3rd,spring,2017,22,140
Jersey & 6th St,spring,2017,22,145
JC Medical Center,spring,2017,22,157
Brunswick St,spring,2017,22,170
Liberty Light Rail,spring,2017,22,173
Newark Ave,spring,2017,22,184
Paulus Hook,spring,2017,22,186
Columbus Drive,spring,2017,22,190
City Hall,spring,2017,22,195
Marin Light Rail,spring,2017,22,198
Newport Pkwy,spring,2017,22,198
Essex Light Rail,spring,2017,22,200
Van Vorst Park,spring,2017,22,207
Warren St,spring,2017,22,210
Newport PATH,spring,2017,22,245
Morris Canal,spring,2017,22,282
Sip Ave,spring,2017,22,317
Hamilton Park,spring,2017,22,359
Exchange Place,spring,2017,22,375
Grove St PATH,spring,2017,22,792
NJCU,spring,2017,23,2
Columbia Park,spring,2017,23,3
MLK Light Rail,spring,2017,23,5
West Side Light Rail,spring,2017,23,9
Danforth Light Rail,spring,2017,23,10
Union St,spring,2017,23,10
Bayside Park,spring,2017,23,14
Communipaw & Berry Lane,spring,2017,23,16
Garfield Ave Station,spring,2017,23,27
Dey St,spring,2017,23,28
Central Ave,spring,2017,23,33
Leonard Gordon Park,spring,2017,23,36
Heights Elevator,spring,2017,23,40
Astor Place,spring,2017,23,41
North St,spring,2017,23,46
Riverview Park,spring,2017,23,52
Christ Hospital,spring,2017,23,53
Pershing Field,spring,2017,23,55
5 Corners Library,spring,2017,23,56
Lincoln Park,spring,2017,23,58
Hilltop,spring,2017,23,63
Lafayette Park,spring,2017,23,73
Dixon Mills,spring,2017,23,79
Baldwin at Montgomery,spring,2017,23,99
Monmouth and 6th,spring,2017,23,119
Oakland Ave,spring,2017,23,119
Manila & 1st,spring,2017,23,126
Brunswick & 6th,spring,2017,23,135
McGinley Square,spring,2017,23,136
JC Medical Center,spring,2017,23,158
Jersey & 3rd,spring,2017,23,166
Brunswick St,spring,2017,23,173
Jersey & 6th St,spring,2017,23,176
Columbus Drive,spring,2017,23,180
Marin Light Rail,spring,2017,23,186
Essex Light Rail,spring,2017,23,191
Liberty Light Rail,spring,2017,23,203
Newark Ave,spring,2017,23,216
Paulus Hook,spring,2017,23,223
Van Vorst Park,spring,2017,23,223
City Hall,spring,2017,23,226
Newport Pkwy,spring,2017,23,248
Warren St,spring,2017,23,253
Newport PATH,spring,2017,23,305
Morris Canal,spring,2017,23,313
Sip Ave,spring,2017,23,346
Hamilton Park,spring,2017,23,483
Exchange Place,spring,2017,23,520
Grove St PATH,spring,2017,23,886
NJCU,spring,2017,24,2
Columbia Park,spring,2017,24,3
Bayside Park,spring,2017,24,4
MLK Light Rail,spring,2017,24,7
Danforth Light Rail,spring,2017,24,8
Union St,spring,2017,24,10
West Side Light Rail,spring,2017,24,10
Communipaw & Berry Lane,spring,2017,24,22
Central Ave,spring,2017,24,28
Garfield Ave Station,spring,2017,24,30
Heights Elevator,spring,2017,24,32
Riverview Park,spring,2017,24,34
North St,spring,2017,24,38
Astor Place,spring,2017,24,41
Christ Hospital,spring,2017,24,41
Leonard Gordon Park,spring,2017,24,41
5 Corners Library,spring,2017,24,44
Dey St,spring,2017,24,44
Lincoln Park,spring,2017,24,48
Pershing Field,spring,2017,24,53
Hilltop,spring,2017,24,69
Lafayette Park,spring,2017,24,81
Baldwin at Montgomery,spring,2017,24,84
Oakland Ave,spring,2017,24,97
Manila & 1st,spring,2017,24,99
JC Medical Center,spring,2017,24,114
Dixon Mills,spring,2017,24,128
Monmouth and 6th,spring,2017,24,139
Brunswick & 6th,spring,2017,24,145
McGinley Square,spring,2017,24,148
Jersey & 6th St,spring,2017,24,156
Brunswick St,spring,2017,24,180
Jersey & 3rd,spring,2017,24,181
Liberty Light Rail,spring,2017,24,182
Marin Light Rail,spring,2017,24,195
Van Vorst Park,spring,2017,24,205
Paulus Hook,spring,2017,24,213
Columbus Drive,spring,2017,24,214
City Hall,spring,2017,24,221
Newark Ave,spring,2017,24,230
Essex Light Rail,spring,2017,24,244
Newport Pkwy,spring,2017,24,247
Warren St,spring,2017,24,249
Morris Canal,spring,2017,24,268
Newport PATH,spring,2017,24,303
Sip Ave,spring,2017,24,343
Exchange Place,spring,2017,24,469
Hamilton Park,spring,2017,24,479
Grove St PATH,spring,2017,24,844
Danforth Light Rail,spring,2017,25,1
Bethune Center,summer,2017,25,2
Columbia Park,spring,2017,25,2
Danforth Light Rail,summer,2017,25,2
